Groupe n°,bounding_box
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
430.0,"POLYGON ((-17.048 20.8187, -17.0312 20.8187, -17.0312 20.9016, -17.048 20.9016, -17.048 20.8187))"
430.0,"POLYGON ((-17.048 20.8187, -17.0312 20.8187, -17.0312 20.9016, -17.048 20.9016, -17.048 20.8187))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
431.0,"POLYGON ((45.2341 -12.7821, 45.2589 -12.7821, 45.2589 -12.778, 45.2341 -12.778, 45.2341 -12.7821))"
Port isolé,POLYGON EMPTY
431.0,"POLYGON ((45.2341 -12.7821, 45.2589 -12.7821, 45.2589 -12.778, 45.2341 -12.778, 45.2341 -12.7821))"
432.0,"POLYGON ((-87.1249 20.5719, -87.0656 20.5719, -87.0656 20.6212, -87.1249 20.6212, -87.1249 20.5719))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
433.0,"POLYGON ((-86.8005 21.2338, -86.7331 21.2338, -86.7331 21.2396, -86.8005 21.2396, -86.8005 21.2338))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
434.0,"POLYGON ((-89.7056 21.2821, -89.68 21.2821, -89.68 21.3394, -89.7056 21.3394, -89.7056 21.2821))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
434.0,"POLYGON ((-89.7056 21.2821, -89.68 21.2821, -89.68 21.3394, -89.7056 21.3394, -89.7056 21.2821))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
435.0,"POLYGON ((-94.4177 18.1281, -94.3994 18.1281, -94.3994 18.1326, -94.4177 18.1326, -94.4177 18.1281))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
436.0,"POLYGON ((-110.8621 27.9144, -110.8351 27.9144, -110.8351 27.9509, -110.8621 27.9509, -110.8621 27.9144))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
436.0,"POLYGON ((-110.8621 27.9144, -110.8351 27.9144, -110.8351 27.9509, -110.8621 27.9509, -110.8621 27.9144))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
435.0,"POLYGON ((-94.4177 18.1281, -94.3994 18.1281, -94.3994 18.1326, -94.4177 18.1326, -94.4177 18.1281))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
432.0,"POLYGON ((-87.1249 20.5719, -87.0656 20.5719, -87.0656 20.6212, -87.1249 20.6212, -87.1249 20.5719))"
437.0,"POLYGON ((-110.3283 24.181, -110.3167 24.181, -110.3167 24.251, -110.3283 24.251, -110.3283 24.181))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
433.0,"POLYGON ((-86.8005 21.2338, -86.7331 21.2338, -86.7331 21.2396, -86.8005 21.2396, -86.8005 21.2338))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
437.0,"POLYGON ((-110.3283 24.181, -110.3167 24.181, -110.3167 24.251, -110.3283 24.251, -110.3283 24.181))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
438.0,"POLYGON ((28.2074 45.4326, 28.2881 45.4326, 28.2881 45.469, 28.2074 45.469, 28.2074 45.4326))"
Port isolé,POLYGON EMPTY
439.0,"POLYGON ((18.516 42.4481, 18.5694 42.4481, 18.5694 42.4553, 18.516 42.4553, 18.516 42.4481))"
439.0,"POLYGON ((18.516 42.4481, 18.5694 42.4481, 18.5694 42.4553, 18.516 42.4553, 18.516 42.4481))"
Port isolé,POLYGON EMPTY
440.0,"POLYGON ((18.6602 42.4287, 18.7631 42.4287, 18.7631 42.4471, 18.6602 42.4471, 18.6602 42.4287))"
440.0,"POLYGON ((18.6602 42.4287, 18.7631 42.4287, 18.7631 42.4471, 18.6602 42.4471, 18.6602 42.4287))"
440.0,"POLYGON ((18.6602 42.4287, 18.7631 42.4287, 18.7631 42.4471, 18.6602 42.4471, 18.6602 42.4287))"
Port isolé,POLYGON EMPTY
439.0,"POLYGON ((18.516 42.4481, 18.5694 42.4481, 18.5694 42.4553, 18.516 42.4553, 18.516 42.4481))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
441.0,"POLYGON ((-2.93 35.2776, -2.9237 35.2776, -2.9237 35.2888, -2.93 35.2888, -2.93 35.2776))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
442.0,"POLYGON ((32.4997 -25.9801, 32.5764 -25.9801, 32.5764 -25.9624, 32.4997 -25.9624, 32.4997 -25.9801))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
442.0,"POLYGON ((32.4997 -25.9801, 32.5764 -25.9801, 32.5764 -25.9624, 32.4997 -25.9624, 32.4997 -25.9801))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
443.0,"POLYGON ((4.5804 52.462, 4.682 52.462, 4.682 52.4806, 4.5804 52.4806, 4.5804 52.462))"
Port isolé,POLYGON EMPTY
444.0,"POLYGON ((4.247 51.8839, 4.4437 51.8839, 4.4437 51.9209, 4.247 51.9209, 4.247 51.8839))"
445.0,"POLYGON ((4.5803 51.792, 4.6678 51.792, 4.6678 51.8599, 4.5803 51.8599, 4.5803 51.792))"
444.0,"POLYGON ((4.247 51.8839, 4.4437 51.8839, 4.4437 51.9209, 4.247 51.9209, 4.247 51.8839))"
Port isolé,POLYGON EMPTY
444.0,"POLYGON ((4.247 51.8839, 4.4437 51.8839, 4.4437 51.9209, 4.247 51.9209, 4.247 51.8839))"
446.0,"POLYGON ((4.0806 51.9444, 4.1685 51.9444, 4.1685 51.9763, 4.0806 51.9763, 4.0806 51.9444))"
Port isolé,POLYGON EMPTY
444.0,"POLYGON ((4.247 51.8839, 4.4437 51.8839, 4.4437 51.9209, 4.247 51.9209, 4.247 51.8839))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
447.0,"POLYGON ((4.0405 51.8181, 4.1287 51.8181, 4.1287 51.8251, 4.0405 51.8251, 4.0405 51.8181))"
448.0,"POLYGON ((5.5387 51.8959, 5.5998 51.8959, 5.5998 51.9003, 5.5387 51.9003, 5.5387 51.8959))"
Port isolé,POLYGON EMPTY
449.0,"POLYGON ((4.8208 52.3774, 4.8972 52.3774, 4.8972 52.424, 4.8208 52.424, 4.8208 52.3774))"
443.0,"POLYGON ((4.5804 52.462, 4.682 52.462, 4.682 52.4806, 4.5804 52.4806, 4.5804 52.462))"
446.0,"POLYGON ((4.0806 51.9444, 4.1685 51.9444, 4.1685 51.9763, 4.0806 51.9763, 4.0806 51.9444))"
Port isolé,POLYGON EMPTY
445.0,"POLYGON ((4.5803 51.792, 4.6678 51.792, 4.6678 51.8599, 4.5803 51.8599, 4.5803 51.792))"
450.0,"POLYGON ((4.2823 51.683, 4.3512 51.683, 4.3512 51.7208, 4.2823 51.7208, 4.2823 51.683))"
451.0,"POLYGON ((4.8566 51.6545, 4.8944 51.6545, 4.8944 51.7171, 4.8566 51.7171, 4.8566 51.6545))"
452.0,"POLYGON ((6.1646 53.3813, 6.2039 53.3813, 6.2039 53.4074, 6.1646 53.4074, 6.1646 53.3813))"
453.0,"POLYGON ((4.0957 51.6035, 4.1053 51.6035, 4.1053 51.664, 4.0957 51.664, 4.0957 51.6035))"
454.0,"POLYGON ((4.865 51.8099, 4.8824 51.8099, 4.8824 51.8209, 4.865 51.8209, 4.865 51.8099))"
455.0,"POLYGON ((4.7889 52.9644, 4.8519 52.9644, 4.8519 53.0432, 4.7889 53.0432, 4.7889 52.9644))"
456.0,"POLYGON ((3.9115 51.6492, 3.9216 51.6492, 3.9216 51.7308, 3.9115 51.7308, 3.9115 51.6492))"
444.0,"POLYGON ((4.247 51.8839, 4.4437 51.8839, 4.4437 51.9209, 4.247 51.9209, 4.247 51.8839))"
Port isolé,POLYGON EMPTY
457.0,"POLYGON ((3.6293 51.4107, 3.7272 51.4107, 3.7272 51.5031, 3.6293 51.5031, 3.6293 51.4107))"
Port isolé,POLYGON EMPTY
21.0,"POLYGON ((3.8043 51.2068, 3.8388 51.2068, 3.8388 51.3226, 3.8043 51.3226, 3.8043 51.2068))"
458.0,"POLYGON ((4.0178 51.3962, 4.0586 51.3962, 4.0586 51.4977, 4.0178 51.4977, 4.0178 51.3962))"
21.0,"POLYGON ((3.8043 51.2068, 3.8388 51.2068, 3.8388 51.3226, 3.8043 51.3226, 3.8043 51.2068))"
459.0,"POLYGON ((4.7203 51.8203, 4.7651 51.8203, 4.7651 51.8283, 4.7203 51.8283, 4.7203 51.8203))"
Port isolé,POLYGON EMPTY
21.0,"POLYGON ((3.8043 51.2068, 3.8388 51.2068, 3.8388 51.3226, 3.8043 51.3226, 3.8043 51.2068))"
455.0,"POLYGON ((4.7889 52.9644, 4.8519 52.9644, 4.8519 53.0432, 4.7889 53.0432, 4.7889 52.9644))"
459.0,"POLYGON ((4.7203 51.8203, 4.7651 51.8203, 4.7651 51.8283, 4.7203 51.8283, 4.7203 51.8203))"
458.0,"POLYGON ((4.0178 51.3962, 4.0586 51.3962, 4.0586 51.4977, 4.0178 51.4977, 4.0178 51.3962))"
460.0,"POLYGON ((4.5653 51.9007, 4.5719 51.9007, 4.5719 51.9083, 4.5653 51.9083, 4.5653 51.9007))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
450.0,"POLYGON ((4.2823 51.683, 4.3512 51.683, 4.3512 51.7208, 4.2823 51.7208, 4.2823 51.683))"
455.0,"POLYGON ((4.7889 52.9644, 4.8519 52.9644, 4.8519 53.0432, 4.7889 53.0432, 4.7889 52.9644))"
Port isolé,POLYGON EMPTY
448.0,"POLYGON ((5.5387 51.8959, 5.5998 51.8959, 5.5998 51.9003, 5.5387 51.9003, 5.5387 51.8959))"
Port isolé,POLYGON EMPTY
445.0,"POLYGON ((4.5803 51.792, 4.6678 51.792, 4.6678 51.8599, 4.5803 51.8599, 4.5803 51.792))"
457.0,"POLYGON ((3.6293 51.4107, 3.7272 51.4107, 3.7272 51.5031, 3.6293 51.5031, 3.6293 51.4107))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
447.0,"POLYGON ((4.0405 51.8181, 4.1287 51.8181, 4.1287 51.8251, 4.0405 51.8251, 4.0405 51.8181))"
445.0,"POLYGON ((4.5803 51.792, 4.6678 51.792, 4.6678 51.8599, 4.5803 51.8599, 4.5803 51.792))"
456.0,"POLYGON ((3.9115 51.6492, 3.9216 51.6492, 3.9216 51.7308, 3.9115 51.7308, 3.9115 51.6492))"
445.0,"POLYGON ((4.5803 51.792, 4.6678 51.792, 4.6678 51.8599, 4.5803 51.8599, 4.5803 51.792))"
443.0,"POLYGON ((4.5804 52.462, 4.682 52.462, 4.682 52.4806, 4.5804 52.4806, 4.5804 52.462))"
449.0,"POLYGON ((4.8208 52.3774, 4.8972 52.3774, 4.8972 52.424, 4.8208 52.424, 4.8208 52.3774))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
445.0,"POLYGON ((4.5803 51.792, 4.6678 51.792, 4.6678 51.8599, 4.5803 51.8599, 4.5803 51.792))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
204.0,"POLYGON ((6.0899 51.8356, 6.1732 51.8356, 6.1732 51.8558, 6.0899 51.8558, 6.0899 51.8356))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
443.0,"POLYGON ((4.5804 52.462, 4.682 52.462, 4.682 52.4806, 4.5804 52.4806, 4.5804 52.462))"
453.0,"POLYGON ((4.0957 51.6035, 4.1053 51.6035, 4.1053 51.664, 4.0957 51.664, 4.0957 51.6035))"
444.0,"POLYGON ((4.247 51.8839, 4.4437 51.8839, 4.4437 51.9209, 4.247 51.9209, 4.247 51.8839))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
446.0,"POLYGON ((4.0806 51.9444, 4.1685 51.9444, 4.1685 51.9763, 4.0806 51.9763, 4.0806 51.9444))"
457.0,"POLYGON ((3.6293 51.4107, 3.7272 51.4107, 3.7272 51.5031, 3.6293 51.5031, 3.6293 51.4107))"
461.0,"POLYGON ((5.0693 52.3131, 5.1535 52.3131, 5.1535 52.3387, 5.0693 52.3387, 5.0693 52.3131))"
460.0,"POLYGON ((4.5653 51.9007, 4.5719 51.9007, 4.5719 51.9083, 4.5653 51.9083, 4.5653 51.9007))"
Port isolé,POLYGON EMPTY
454.0,"POLYGON ((4.865 51.8099, 4.8824 51.8099, 4.8824 51.8209, 4.865 51.8209, 4.865 51.8099))"
Port isolé,POLYGON EMPTY
458.0,"POLYGON ((4.0178 51.3962, 4.0586 51.3962, 4.0586 51.4977, 4.0178 51.4977, 4.0178 51.3962))"
451.0,"POLYGON ((4.8566 51.6545, 4.8944 51.6545, 4.8944 51.7171, 4.8566 51.7171, 4.8566 51.6545))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
461.0,"POLYGON ((5.0693 52.3131, 5.1535 52.3131, 5.1535 52.3387, 5.0693 52.3387, 5.0693 52.3131))"
Port isolé,POLYGON EMPTY
452.0,"POLYGON ((6.1646 53.3813, 6.2039 53.3813, 6.2039 53.4074, 6.1646 53.4074, 6.1646 53.3813))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
462.0,"POLYGON ((170.5276 -45.8779, 170.5486 -45.8779, 170.5486 -45.871, 170.5276 -45.871, 170.5276 -45.8779))"
463.0,"POLYGON ((174.0165 -41.2637, 174.0533 -41.2637, 174.0533 -41.2553, 174.0165 -41.2553, 174.0165 -41.2637))"
Port isolé,POLYGON EMPTY
464.0,"POLYGON ((174.1189 -35.3129, 174.1228 -35.3129, 174.1228 -35.2628, 174.1189 -35.2628, 174.1189 -35.3129))"
464.0,"POLYGON ((174.1189 -35.3129, 174.1228 -35.3129, 174.1228 -35.2628, 174.1189 -35.2628, 174.1189 -35.3129))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
462.0,"POLYGON ((170.5276 -45.8779, 170.5486 -45.8779, 170.5486 -45.871, 170.5276 -45.871, 170.5276 -45.8779))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
465.0,"POLYGON ((174.775 -36.8395, 174.7821 -36.8395, 174.7821 -36.8324, 174.775 -36.8324, 174.775 -36.8395))"
465.0,"POLYGON ((174.775 -36.8395, 174.7821 -36.8395, 174.7821 -36.8324, 174.775 -36.8324, 174.775 -36.8395))"
463.0,"POLYGON ((174.0165 -41.2637, 174.0533 -41.2637, 174.0533 -41.2553, 174.0165 -41.2553, 174.0165 -41.2637))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
466.0,"POLYGON ((-83.756 11.9922, -83.694 11.9922, -83.694 12.018, -83.756 12.018, -83.756 11.9922))"
Port isolé,POLYGON EMPTY
466.0,"POLYGON ((-83.756 11.9922, -83.694 11.9922, -83.694 12.018, -83.756 12.018, -83.756 11.9922))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
467.0,"POLYGON ((7.0854 4.663, 7.1537 4.663, 7.1537 4.7211, 7.0854 4.7211, 7.0854 4.663))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
467.0,"POLYGON ((7.0854 4.663, 7.1537 4.663, 7.1537 4.7211, 7.0854 4.7211, 7.0854 4.663))"
468.0,"POLYGON ((6.983 58.0054, 7.0462 58.0054, 7.0462 58.112, 6.983 58.112, 6.983 58.0054))"
Port isolé,POLYGON EMPTY
469.0,"POLYGON ((6.2607 62.4469, 6.3579 62.4469, 6.3579 62.4905, 6.2607 62.4905, 6.2607 62.4469))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
470.0,"POLYGON ((10.034 59.001, 10.0397 59.001, 10.0397 59.0471, 10.034 59.0471, 10.034 59.001))"
Port isolé,POLYGON EMPTY
471.0,"POLYGON ((10.644 59.9021, 10.728 59.9021, 10.728 59.9098, 10.644 59.9098, 10.644 59.9021))"
472.0,"POLYGON ((5.429 60.5934, 5.4939 60.5934, 5.4939 60.6074, 5.429 60.6074, 5.429 60.5934))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
473.0,"POLYGON ((5.1627 60.3185, 5.3068 60.3185, 5.3068 60.4434, 5.1627 60.4434, 5.1627 60.3185))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
474.0,"POLYGON ((5.6344 62.2221, 5.7383 62.2221, 5.7383 62.341, 5.6344 62.341, 5.6344 62.2221))"
475.0,"POLYGON ((9.6961 59.0046, 9.7466 59.0046, 9.7466 59.0642, 9.6961 59.0642, 9.6961 59.0046))"
476.0,"POLYGON ((6.5585 62.3882, 6.566 62.3882, 6.566 62.4023, 6.5585 62.4023, 6.5585 62.3882))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
477.0,"POLYGON ((5.7072 59.7928, 5.7855 59.7928, 5.7855 59.8318, 5.7072 59.8318, 5.7072 59.7928))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
478.0,"POLYGON ((6.0658 62.1432, 6.1198 62.1432, 6.1198 62.1967, 6.0658 62.1967, 6.0658 62.1432))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
468.0,"POLYGON ((6.983 58.0054, 7.0462 58.0054, 7.0462 58.112, 6.983 58.112, 6.983 58.0054))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
479.0,"POLYGON ((5.2489 60.5379, 5.2894 60.5379, 5.2894 60.5414, 5.2489 60.5414, 5.2489 60.5379))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
480.0,"POLYGON ((23.5961 70.6258, 23.6628 70.6258, 23.6628 70.6817, 23.5961 70.6817, 23.5961 70.6258))"
481.0,"POLYGON ((13.0459 67.8958, 13.1033 67.8958, 13.1033 67.9361, 13.0459 67.9361, 13.0459 67.8958))"
Port isolé,POLYGON EMPTY
482.0,"POLYGON ((6.8055 61.8468, 6.8405 61.8468, 6.8405 61.8725, 6.8055 61.8725, 6.8055 61.8468))"
Port isolé,POLYGON EMPTY
483.0,"POLYGON ((5.1672 60.0932, 5.2187 60.0932, 5.2187 60.1186, 5.1672 60.1186, 5.1672 60.0932))"
Port isolé,POLYGON EMPTY
474.0,"POLYGON ((5.6344 62.2221, 5.7383 62.2221, 5.7383 62.341, 5.6344 62.341, 5.6344 62.2221))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
484.0,"POLYGON ((10.349 59.2126, 10.514 59.2126, 10.514 59.33, 10.349 59.33, 10.349 59.2126))"
485.0,"POLYGON ((5.9055 59.0603, 5.907 59.0603, 5.907 59.0898, 5.9055 59.0898, 5.9055 59.0603))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
486.0,"POLYGON ((11.0368 59.2627, 11.0875 59.2627, 11.0875 59.271, 11.0368 59.271, 11.0368 59.2627))"
487.0,"POLYGON ((8.5985 58.3384, 8.6745 58.3384, 8.6745 58.3715, 8.5985 58.3715, 8.5985 58.3384))"
Port isolé,POLYGON EMPTY
488.0,"POLYGON ((13.5458 68.0694, 13.6094 68.0694, 13.6094 68.1332, 13.5458 68.1332, 13.5458 68.0694))"
Port isolé,POLYGON EMPTY
485.0,"POLYGON ((5.9055 59.0603, 5.907 59.0603, 5.907 59.0898, 5.9055 59.0898, 5.9055 59.0603))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
489.0,"POLYGON ((17.0659 69.3369, 17.1019 69.3369, 17.1019 69.3636, 17.0659 69.3636, 17.0659 69.3369))"
490.0,"POLYGON ((5.5016 59.7525, 5.5184 59.7525, 5.5184 59.7818, 5.5016 59.7818, 5.5016 59.7525))"
475.0,"POLYGON ((9.6961 59.0046, 9.7466 59.0046, 9.7466 59.0642, 9.6961 59.0642, 9.6961 59.0046))"
489.0,"POLYGON ((17.0659 69.3369, 17.1019 69.3369, 17.1019 69.3636, 17.0659 69.3636, 17.0659 69.3369))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
488.0,"POLYGON ((13.5458 68.0694, 13.6094 68.0694, 13.6094 68.1332, 13.5458 68.1332, 13.5458 68.0694))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
473.0,"POLYGON ((5.1627 60.3185, 5.3068 60.3185, 5.3068 60.4434, 5.1627 60.4434, 5.1627 60.3185))"
491.0,"POLYGON ((10.5343 59.661, 10.6253 59.661, 10.6253 59.8173, 10.5343 59.8173, 10.5343 59.661))"
Port isolé,POLYGON EMPTY
492.0,"POLYGON ((5.9262 59.6674, 5.9343 59.6674, 5.9343 59.7352, 5.9262 59.7352, 5.9262 59.6674))"
Port isolé,POLYGON EMPTY
473.0,"POLYGON ((5.1627 60.3185, 5.3068 60.3185, 5.3068 60.4434, 5.1627 60.4434, 5.1627 60.3185))"
491.0,"POLYGON ((10.5343 59.661, 10.6253 59.661, 10.6253 59.8173, 10.5343 59.8173, 10.5343 59.661))"
Port isolé,POLYGON EMPTY
469.0,"POLYGON ((6.2607 62.4469, 6.3579 62.4469, 6.3579 62.4905, 6.2607 62.4905, 6.2607 62.4469))"
Port isolé,POLYGON EMPTY
493.0,"POLYGON ((5.3158 59.6994, 5.4683 59.6994, 5.4683 59.7443, 5.3158 59.7443, 5.3158 59.6994))"
Port isolé,POLYGON EMPTY
472.0,"POLYGON ((5.429 60.5934, 5.4939 60.5934, 5.4939 60.6074, 5.429 60.6074, 5.429 60.5934))"
Port isolé,POLYGON EMPTY
474.0,"POLYGON ((5.6344 62.2221, 5.7383 62.2221, 5.7383 62.341, 5.6344 62.341, 5.6344 62.2221))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
494.0,"POLYGON ((6.2592 58.3205, 6.3449 58.3205, 6.3449 58.3295, 6.2592 58.3295, 6.2592 58.3205))"
Port isolé,POLYGON EMPTY
495.0,"POLYGON ((5.6317 58.8692, 5.7526 58.8692, 5.7526 59.0233, 5.6317 59.0233, 5.6317 58.8692))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
492.0,"POLYGON ((5.9262 59.6674, 5.9343 59.6674, 5.9343 59.7352, 5.9262 59.7352, 5.9262 59.6674))"
491.0,"POLYGON ((10.5343 59.661, 10.6253 59.661, 10.6253 59.8173, 10.5343 59.8173, 10.5343 59.661))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
496.0,"POLYGON ((15.4115 67.2494, 15.4191 67.2494, 15.4191 67.2584, 15.4115 67.2584, 15.4115 67.2494))"
474.0,"POLYGON ((5.6344 62.2221, 5.7383 62.2221, 5.7383 62.341, 5.6344 62.341, 5.6344 62.2221))"
495.0,"POLYGON ((5.6317 58.8692, 5.7526 58.8692, 5.7526 59.0233, 5.6317 59.0233, 5.6317 58.8692))"
497.0,"POLYGON ((7.6722 63.0734, 7.778 63.0734, 7.778 63.1116, 7.6722 63.1116, 7.6722 63.0734))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
498.0,"POLYGON ((4.9726 60.8111, 5.0638 60.8111, 5.0638 60.8569, 4.9726 60.8569, 4.9726 60.8111))"
499.0,"POLYGON ((19.9833 70.0741, 19.9984 70.0741, 19.9984 70.1263, 19.9833 70.1263, 19.9833 70.0741))"
500.0,"POLYGON ((5.2603 59.285, 5.3251 59.285, 5.3251 59.4052, 5.2603 59.4052, 5.2603 59.285))"
Port isolé,POLYGON EMPTY
501.0,"POLYGON ((5.4383 59.2335, 5.4936 59.2335, 5.4936 59.2688, 5.4383 59.2688, 5.4383 59.2335))"
495.0,"POLYGON ((5.6317 58.8692, 5.7526 58.8692, 5.7526 59.0233, 5.6317 59.0233, 5.6317 58.8692))"
486.0,"POLYGON ((11.0368 59.2627, 11.0875 59.2627, 11.0875 59.271, 11.0368 59.271, 11.0368 59.2627))"
502.0,"POLYGON ((6.649 60.3276, 6.7141 60.3276, 6.7141 60.3799, 6.649 60.3799, 6.649 60.3276))"
Port isolé,POLYGON EMPTY
503.0,"POLYGON ((7.9998 58.077, 8.012 58.077, 8.012 58.13, 7.9998 58.13, 7.9998 58.077))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
