Groupe n°,bounding_box
Port isolé,POLYGON EMPTY
377.0,"POLYGON ((139.7898 39.9618, 139.8696 39.9618, 139.8696 39.9886, 139.7898 39.9886, 139.7898 39.9618))"
311.0,"POLYGON ((130.7996 33.8789, 130.905 33.8789, 130.905 33.9702, 130.7996 33.9702, 130.7996 33.8789))"
Port isolé,POLYGON EMPTY
359.0,"POLYGON ((129.194 28.1419, 129.3099 28.1419, 129.3099 28.2798, 129.194 28.2798, 129.194 28.1419))"
344.0,"POLYGON ((133.7134 34.3031, 133.9188 34.3031, 133.9188 34.434, 133.7134 34.434, 133.7134 34.3031))"
Port isolé,POLYGON EMPTY
400.0,"POLYGON ((139.8906 39.2063, 139.958 39.2063, 139.958 39.2971, 139.8906 39.2971, 139.8906 39.2063))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
393.0,"POLYGON ((129.4018 28.36, 129.5017 28.36, 129.5017 28.4091, 129.4018 28.4091, 129.4018 28.36))"
381.0,"POLYGON ((127.8424 26.3751, 127.9161 26.3751, 127.9161 26.4432, 127.8424 26.4432, 127.8424 26.3751))"
Port isolé,POLYGON EMPTY
326.0,"POLYGON ((133.1316 35.5196, 133.3086 35.5196, 133.3086 35.577, 133.1316 35.577, 133.1316 35.5196))"
353.0,"POLYGON ((132.885 34.1052, 132.9601 34.1052, 132.9601 34.3293, 132.885 34.3293, 132.885 34.1052))"
357.0,"POLYGON ((129.7154 33.0786, 129.7509 33.0786, 129.7509 33.1421, 129.7154 33.1421, 129.7154 33.0786))"
Port isolé,POLYGON EMPTY
315.0,"POLYGON ((127.7343 26.1861, 127.8474 26.1861, 127.8474 26.324, 127.7343 26.324, 127.7343 26.1861))"
402.0,"POLYGON ((130.333 32.327, 130.4048 32.327, 130.4048 32.4233, 130.333 32.4233, 130.333 32.327))"
319.0,"POLYGON ((129.7878 33.312, 129.8628 33.312, 129.8628 33.4724, 129.7878 33.4724, 129.7878 33.312))"
336.0,"POLYGON ((131.6646 32.4528, 131.6933 32.4528, 131.6933 32.5213, 131.6646 32.5213, 131.6646 32.4528))"
Port isolé,POLYGON EMPTY
312.0,"POLYGON ((129.9905 32.1977, 130.0338 32.1977, 130.0338 32.3087, 129.9905 32.3087, 129.9905 32.1977))"
339.0,"POLYGON ((134.46 34.7608, 134.6563 34.7608, 134.6563 34.78, 134.46 34.78, 134.46 34.7608))"
399.0,"POLYGON ((133.9236 34.4499, 133.9669 34.4499, 133.9669 34.4863, 133.9236 34.4863, 133.9236 34.4499))"
361.0,"POLYGON ((133.6811 34.2375, 133.7517 34.2375, 133.7517 34.2855, 133.6811 34.2855, 133.6811 34.2375))"
308.0,"POLYGON ((135.0769 33.8684, 135.151 33.8684, 135.151 33.958, 135.0769 33.958, 135.0769 33.8684))"
Port isolé,POLYGON EMPTY
400.0,"POLYGON ((139.8906 39.2063, 139.958 39.2063, 139.958 39.2971, 139.8906 39.2971, 139.8906 39.2063))"
339.0,"POLYGON ((134.46 34.7608, 134.6563 34.7608, 134.6563 34.78, 134.46 34.78, 134.46 34.7608))"
375.0,"POLYGON ((134.5992 34.0055, 134.6088 34.0055, 134.6088 34.0505, 134.5992 34.0505, 134.5992 34.0055))"
307.0,"POLYGON ((132.0545 33.8376, 132.1843 33.8376, 132.1843 33.9516, 132.0545 33.9516, 132.0545 33.8376))"
359.0,"POLYGON ((129.194 28.1419, 129.3099 28.1419, 129.3099 28.2798, 129.194 28.2798, 129.194 28.1419))"
Port isolé,POLYGON EMPTY
386.0,"POLYGON ((138.7648 34.758, 138.7727 34.758, 138.7727 34.8488, 138.7648 34.8488, 138.7648 34.758))"
403.0,"POLYGON ((140.631 36.4255, 140.6322 36.4255, 140.6322 36.4838, 140.631 36.4838, 140.631 36.4255))"
403.0,"POLYGON ((140.631 36.4255, 140.6322 36.4255, 140.6322 36.4838, 140.631 36.4838, 140.631 36.4255))"
Port isolé,POLYGON EMPTY
341.0,"POLYGON ((134.0559 34.3659, 134.3009 34.3659, 134.3009 34.4794, 134.0559 34.4794, 134.0559 34.3659))"
404.0,"POLYGON ((130.1863 31.9854, 130.1952 31.9854, 130.1952 32.0208, 130.1863 32.0208, 130.1863 31.9854))"
311.0,"POLYGON ((130.7996 33.8789, 130.905 33.8789, 130.905 33.9702, 130.7996 33.9702, 130.7996 33.8789))"
339.0,"POLYGON ((134.46 34.7608, 134.6563 34.7608, 134.6563 34.78, 134.46 34.78, 134.46 34.7608))"
367.0,"POLYGON ((138.2329 37.9781, 138.2635 37.9781, 138.2635 38.0284, 138.2329 38.0284, 138.2329 37.9781))"
348.0,"POLYGON ((134.7765 34.6759, 134.8554 34.6759, 134.8554 34.7337, 134.7765 34.7337, 134.7765 34.6759))"
362.0,"POLYGON ((132.4589 33.1708, 132.5354 33.1708, 132.5354 33.268, 132.4589 33.268, 132.4589 33.1708))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
316.0,"POLYGON ((130.0335 32.4896, 130.0369 32.4896, 130.0369 32.5243, 130.0335 32.5243, 130.0335 32.4896))"
Port isolé,POLYGON EMPTY
341.0,"POLYGON ((134.0559 34.3659, 134.3009 34.3659, 134.3009 34.4794, 134.0559 34.4794, 134.0559 34.3659))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
405.0,"POLYGON ((139.6385 38.6912, 139.6785 38.6912, 139.6785 38.7214, 139.6385 38.7214, 139.6385 38.6912))"
353.0,"POLYGON ((132.885 34.1052, 132.9601 34.1052, 132.9601 34.3293, 132.885 34.3293, 132.885 34.1052))"
332.0,"POLYGON ((127.9277 26.9541, 127.9713 26.9541, 127.9713 27.0307, 127.9277 27.0307, 127.9277 26.9541))"
406.0,"POLYGON ((139.2177 34.3352, 139.2457 34.3352, 139.2457 34.3749, 139.2177 34.3749, 139.2177 34.3352))"
Port isolé,POLYGON EMPTY
407.0,"POLYGON ((137.256 34.7095, 137.3006 34.7095, 137.3006 34.7324, 137.256 34.7324, 137.256 34.7095))"
313.0,"POLYGON ((131.7177 33.5708, 131.7386 33.5708, 131.7386 33.6056, 131.7177 33.6056, 131.7177 33.5708))"
394.0,"POLYGON ((133.2422 33.2788, 133.2862 33.2788, 133.2862 33.3838, 133.2422 33.3838, 133.2422 33.2788))"
319.0,"POLYGON ((129.7878 33.312, 129.8628 33.312, 129.8628 33.4724, 129.7878 33.4724, 129.7878 33.312))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
341.0,"POLYGON ((134.0559 34.3659, 134.3009 34.3659, 134.3009 34.4794, 134.0559 34.4794, 134.0559 34.3659))"
306.0,"POLYGON ((132.3419 33.3864, 132.4125 33.3864, 132.4125 33.4847, 132.3419 33.4847, 132.3419 33.3864))"
408.0,"POLYGON ((132.4548 33.0131, 132.493 33.0131, 132.493 33.0443, 132.4548 33.0443, 132.4548 33.0131))"
318.0,"POLYGON ((130.3976 32.5072, 130.532 32.5072, 130.532 32.6107, 130.3976 32.6107, 130.3976 32.5072))"
Port isolé,POLYGON EMPTY
362.0,"POLYGON ((132.4589 33.1708, 132.5354 33.1708, 132.5354 33.268, 132.4589 33.268, 132.4589 33.1708))"
Port isolé,POLYGON EMPTY
372.0,"POLYGON ((131.5589 34.0026, 131.5932 34.0026, 131.5932 34.0321, 131.5589 34.0321, 131.5589 34.0026))"
Port isolé,POLYGON EMPTY
366.0,"POLYGON ((130.1653 32.2114, 130.2143 32.2114, 130.2143 32.2777, 130.1653 32.2777, 130.1653 32.2114))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
307.0,"POLYGON ((132.0545 33.8376, 132.1843 33.8376, 132.1843 33.9516, 132.0545 33.9516, 132.0545 33.8376))"
356.0,"POLYGON ((132.6416 32.7845, 132.7176 32.7845, 132.7176 32.9122, 132.6416 32.9122, 132.6416 32.7845))"
322.0,"POLYGON ((132.5095 32.9205, 132.5843 32.9205, 132.5843 32.9444, 132.5095 32.9444, 132.5095 32.9205))"
326.0,"POLYGON ((133.1316 35.5196, 133.3086 35.5196, 133.3086 35.577, 133.1316 35.577, 133.1316 35.5196))"
390.0,"POLYGON ((129.9544 33.4656, 129.9695 33.4656, 129.9695 33.5378, 129.9544 33.5378, 129.9544 33.4656))"
346.0,"POLYGON ((135.315 34.4461, 135.3804 34.4461, 135.3804 34.6923, 135.315 34.6923, 135.315 34.4461))"
364.0,"POLYGON ((138.2915 37.8098, 138.312 37.8098, 138.312 37.8206, 138.2915 37.8206, 138.2915 37.8098))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
390.0,"POLYGON ((129.9544 33.4656, 129.9695 33.4656, 129.9695 33.5378, 129.9544 33.5378, 129.9544 33.4656))"
Port isolé,POLYGON EMPTY
401.0,"POLYGON ((131.4779 33.6366, 131.4983 33.6366, 131.4983 33.6584, 131.4779 33.6584, 131.4779 33.6366))"
Port isolé,POLYGON EMPTY
350.0,"POLYGON ((131.0072 33.7857, 131.0295 33.7857, 131.0295 33.8701, 131.0072 33.8701, 131.0072 33.7857))"
331.0,"POLYGON ((132.9581 34.0561, 133.0355 34.0561, 133.0355 34.1572, 132.9581 34.1572, 132.9581 34.0561))"
Port isolé,POLYGON EMPTY
328.0,"POLYGON ((131.8967 32.9789, 131.9872 32.9789, 131.9872 33.0708, 131.8967 33.0708, 131.8967 32.9789))"
355.0,"POLYGON ((130.4293 30.233, 130.4744 30.233, 130.4744 30.253, 130.4293 30.253, 130.4293 30.233))"
Port isolé,POLYGON EMPTY
352.0,"POLYGON ((134.831 34.4345, 134.92 34.4345, 134.92 34.4748, 134.831 34.4748, 134.831 34.4345))"
368.0,"POLYGON ((137.0677 36.7777, 137.1154 36.7777, 137.1154 36.8044, 137.0677 36.8044, 137.0677 36.7777))"
344.0,"POLYGON ((133.7134 34.3031, 133.9188 34.3031, 133.9188 34.434, 133.7134 34.434, 133.7134 34.3031))"
395.0,"POLYGON ((132.4362 34.1421, 132.5382 34.1421, 132.5382 34.2349, 132.4362 34.2349, 132.4362 34.1421))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
360.0,"POLYGON ((137.1672 34.778, 137.2227 34.778, 137.2227 34.809, 137.1672 34.809, 137.1672 34.778))"
315.0,"POLYGON ((127.7343 26.1861, 127.8474 26.1861, 127.8474 26.324, 127.7343 26.324, 127.7343 26.1861))"
Port isolé,POLYGON EMPTY
407.0,"POLYGON ((137.256 34.7095, 137.3006 34.7095, 137.3006 34.7324, 137.256 34.7324, 137.256 34.7095))"
354.0,"POLYGON ((134.9001 34.2896, 134.9492 34.2896, 134.9492 34.3519, 134.9001 34.3519, 134.9001 34.2896))"
381.0,"POLYGON ((127.8424 26.3751, 127.9161 26.3751, 127.9161 26.4432, 127.8424 26.4432, 127.8424 26.3751))"
314.0,"POLYGON ((134.6917 34.2084, 134.7269 34.2084, 134.7269 34.3346, 134.6917 34.3346, 134.6917 34.2084))"
308.0,"POLYGON ((135.0769 33.8684, 135.151 33.8684, 135.151 33.958, 135.0769 33.958, 135.0769 33.8684))"
405.0,"POLYGON ((139.6385 38.6912, 139.6785 38.6912, 139.6785 38.7214, 139.6385 38.7214, 139.6385 38.6912))"
340.0,"POLYGON ((135.1261 34.119, 135.1863 34.119, 135.1863 34.2122, 135.1261 34.2122, 135.1261 34.119))"
Port isolé,POLYGON EMPTY
409.0,"POLYGON ((131.0143 33.9706, 131.0896 33.9706, 131.0896 34.0342, 131.0143 34.0342, 131.0143 33.9706))"
Port isolé,POLYGON EMPTY
311.0,"POLYGON ((130.7996 33.8789, 130.905 33.8789, 130.905 33.9702, 130.7996 33.9702, 130.7996 33.8789))"
Port isolé,POLYGON EMPTY
402.0,"POLYGON ((130.333 32.327, 130.4048 32.327, 130.4048 32.4233, 130.333 32.4233, 130.333 32.327))"
349.0,"POLYGON ((136.8416 34.6837, 137.0043 34.6837, 137.0043 34.7692, 136.8416 34.7692, 136.8416 34.6837))"
406.0,"POLYGON ((139.2177 34.3352, 139.2457 34.3352, 139.2457 34.3749, 139.2177 34.3749, 139.2177 34.3352))"
354.0,"POLYGON ((134.9001 34.2896, 134.9492 34.2896, 134.9492 34.3519, 134.9001 34.3519, 134.9001 34.2896))"
370.0,"POLYGON ((135.7892 33.4728, 135.8483 33.4728, 135.8483 33.512, 135.7892 33.512, 135.7892 33.4728))"
331.0,"POLYGON ((132.9581 34.0561, 133.0355 34.0561, 133.0355 34.1572, 132.9581 34.1572, 132.9581 34.0561))"
Port isolé,POLYGON EMPTY
374.0,"POLYGON ((129.5861 28.4206, 129.6562 28.4206, 129.6562 28.5019, 129.5861 28.5019, 129.5861 28.4206))"
Port isolé,POLYGON EMPTY
371.0,"POLYGON ((140.8858 36.9274, 140.9626 36.9274, 140.9626 36.9665, 140.8858 36.9665, 140.8858 36.9274))"
384.0,"POLYGON ((130.4641 32.2857, 130.4955 32.2857, 130.4955 32.3552, 130.4641 32.3552, 130.4641 32.2857))"
Port isolé,POLYGON EMPTY
327.0,"POLYGON ((141.4309 38.3755, 141.4963 38.3755, 141.4963 38.4543, 141.4309 38.4543, 141.4309 38.3755))"
321.0,"POLYGON ((134.6654 33.8705, 134.7025 33.8705, 134.7025 33.9293, 134.6654 33.9293, 134.6654 33.8705))"
361.0,"POLYGON ((133.6811 34.2375, 133.7517 34.2375, 133.7517 34.2855, 133.6811 34.2855, 133.6811 34.2375))"
Port isolé,POLYGON EMPTY
409.0,"POLYGON ((131.0143 33.9706, 131.0896 33.9706, 131.0896 34.0342, 131.0143 34.0342, 131.0143 33.9706))"
362.0,"POLYGON ((132.4589 33.1708, 132.5354 33.1708, 132.5354 33.268, 132.4589 33.268, 132.4589 33.1708))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
395.0,"POLYGON ((132.4362 34.1421, 132.5382 34.1421, 132.5382 34.2349, 132.4362 34.2349, 132.4362 34.1421))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
383.0,"POLYGON ((127.3008 26.2005, 127.3732 26.2005, 127.3732 26.2238, 127.3008 26.2238, 127.3008 26.2005))"
Port isolé,POLYGON EMPTY
370.0,"POLYGON ((135.7892 33.4728, 135.8483 33.4728, 135.8483 33.512, 135.7892 33.512, 135.7892 33.4728))"
333.0,"POLYGON ((131.597 33.6786, 131.646 33.6786, 131.646 33.7245, 131.597 33.7245, 131.597 33.6786))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
331.0,"POLYGON ((132.9581 34.0561, 133.0355 34.0561, 133.0355 34.1572, 132.9581 34.1572, 132.9581 34.0561))"
382.0,"POLYGON ((130.173 32.0923, 130.2021 32.0923, 130.2021 32.1208, 130.173 32.1208, 130.173 32.0923))"
338.0,"POLYGON ((139.6798 35.2215, 139.7286 35.2215, 139.7286 35.3857, 139.6798 35.3857, 139.6798 35.2215))"
393.0,"POLYGON ((129.4018 28.36, 129.5017 28.36, 129.5017 28.4091, 129.4018 28.4091, 129.4018 28.36))"
395.0,"POLYGON ((132.4362 34.1421, 132.5382 34.1421, 132.5382 34.2349, 132.4362 34.2349, 132.4362 34.1421))"
402.0,"POLYGON ((130.333 32.327, 130.4048 32.327, 130.4048 32.4233, 130.333 32.4233, 130.333 32.327))"
404.0,"POLYGON ((130.1863 31.9854, 130.1952 31.9854, 130.1952 32.0208, 130.1863 32.0208, 130.1863 31.9854))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
408.0,"POLYGON ((132.4548 33.0131, 132.493 33.0131, 132.493 33.0443, 132.4548 33.0443, 132.4548 33.0131))"
Port isolé,POLYGON EMPTY
329.0,"POLYGON ((133.1179 33.9466, 133.246 33.9466, 133.246 33.9868, 133.1179 33.9868, 133.1179 33.9466))"
Port isolé,POLYGON EMPTY
397.0,"POLYGON ((131.8554 33.9267, 131.9758 33.9267, 131.9758 33.9976, 131.8554 33.9976, 131.8554 33.9267))"
307.0,"POLYGON ((132.0545 33.8376, 132.1843 33.8376, 132.1843 33.9516, 132.0545 33.9516, 132.0545 33.8376))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
401.0,"POLYGON ((131.4779 33.6366, 131.4983 33.6366, 131.4983 33.6584, 131.4779 33.6584, 131.4779 33.6366))"
410.0,"POLYGON ((134.1421 33.2631, 134.1616 33.2631, 134.1616 33.2875, 134.1421 33.2875, 134.1421 33.2631))"
Port isolé,POLYGON EMPTY
409.0,"POLYGON ((131.0143 33.9706, 131.0896 33.9706, 131.0896 34.0342, 131.0143 34.0342, 131.0143 33.9706))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
306.0,"POLYGON ((132.3419 33.3864, 132.4125 33.3864, 132.4125 33.4847, 132.3419 33.4847, 132.3419 33.3864))"
306.0,"POLYGON ((132.3419 33.3864, 132.4125 33.3864, 132.4125 33.4847, 132.3419 33.4847, 132.3419 33.3864))"
394.0,"POLYGON ((133.2422 33.2788, 133.2862 33.2788, 133.2862 33.3838, 133.2422 33.3838, 133.2422 33.2788))"
328.0,"POLYGON ((131.8967 32.9789, 131.9872 32.9789, 131.9872 33.0708, 131.8967 33.0708, 131.8967 32.9789))"
379.0,"POLYGON ((130.3699 32.1809, 130.3747 32.1809, 130.3747 32.2002, 130.3699 32.2002, 130.3699 32.1809))"
410.0,"POLYGON ((134.1421 33.2631, 134.1616 33.2631, 134.1616 33.2875, 134.1421 33.2875, 134.1421 33.2631))"
339.0,"POLYGON ((134.46 34.7608, 134.6563 34.7608, 134.6563 34.78, 134.46 34.78, 134.46 34.7608))"
399.0,"POLYGON ((133.9236 34.4499, 133.9669 34.4499, 133.9669 34.4863, 133.9236 34.4863, 133.9236 34.4499))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
274.0,"POLYGON ((34.9408 29.4867, 34.9582 29.4867, 34.9582 29.5216, 34.9408 29.5216, 34.9408 29.4867))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
411.0,"POLYGON ((126.3739 34.7632, 126.3853 34.7632, 126.3853 34.7918, 126.3739 34.7918, 126.3739 34.7632))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
412.0,"POLYGON ((129.4 35.4753, 129.455 35.4753, 129.455 35.48, 129.4 35.48, 129.4 35.4753))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
413.0,"POLYGON ((129.1196 37.4359, 129.1959 37.4359, 129.1959 37.5449, 129.1196 37.5449, 129.1196 37.4359))"
Port isolé,POLYGON EMPTY
411.0,"POLYGON ((126.3739 34.7632, 126.3853 34.7632, 126.3853 34.7918, 126.3739 34.7918, 126.3739 34.7632))"
413.0,"POLYGON ((129.1196 37.4359, 129.1959 37.4359, 129.1959 37.5449, 129.1196 37.5449, 129.1196 37.4359))"
412.0,"POLYGON ((129.4 35.4753, 129.455 35.4753, 129.455 35.48, 129.4 35.48, 129.4 35.4753))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
414.0,"POLYGON ((128.5747 34.848, 128.5922 34.848, 128.5922 34.9162, 128.5747 34.9162, 128.5747 34.848))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
414.0,"POLYGON ((128.5747 34.848, 128.5922 34.848, 128.5922 34.9162, 128.5747 34.9162, 128.5747 34.848))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
413.0,"POLYGON ((129.1196 37.4359, 129.1959 37.4359, 129.1959 37.5449, 129.1196 37.5449, 129.1196 37.4359))"
415.0,"POLYGON ((48.1782 29.028, 48.2084 29.028, 48.2084 29.0696, 48.1782 29.0696, 48.1782 29.028))"
Port isolé,POLYGON EMPTY
416.0,"POLYGON ((47.9355 29.3576, 47.9667 29.3576, 47.9667 29.3833, 47.9355 29.3833, 47.9355 29.3576))"
416.0,"POLYGON ((47.9355 29.3576, 47.9667 29.3576, 47.9667 29.3833, 47.9355 29.3833, 47.9355 29.3576))"
415.0,"POLYGON ((48.1782 29.028, 48.2084 29.028, 48.2084 29.0696, 48.1782 29.0696, 48.1782 29.028))"
415.0,"POLYGON ((48.1782 29.028, 48.2084 29.028, 48.2084 29.0696, 48.1782 29.0696, 48.1782 29.028))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
417.0,"POLYGON ((35.6509 34.288, 35.715 34.288, 35.715 34.336, 35.6509 34.336, 35.6509 34.288))"
418.0,"POLYGON ((35.3226 33.5215, 35.3641 33.5215, 35.3641 33.57, 35.3226 33.57, 35.3226 33.5215))"
418.0,"POLYGON ((35.3226 33.5215, 35.3641 33.5215, 35.3641 33.57, 35.3226 33.57, 35.3226 33.5215))"
Port isolé,POLYGON EMPTY
419.0,"POLYGON ((35.5403 33.9194, 35.5925 33.9194, 35.5925 33.963, 35.5403 33.963, 35.5403 33.9194))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
417.0,"POLYGON ((35.6509 34.288, 35.715 34.288, 35.715 34.336, 35.6509 34.336, 35.6509 34.288))"
419.0,"POLYGON ((35.5403 33.9194, 35.5925 33.9194, 35.5925 33.963, 35.5403 33.963, 35.5403 33.9194))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
420.0,"POLYGON ((19.5625 30.4167, 19.6 30.4167, 19.6 30.4171, 19.5625 30.4171, 19.5625 30.4167))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
420.0,"POLYGON ((19.5625 30.4167, 19.6 30.4167, 19.6 30.4171, 19.5625 30.4171, 19.5625 30.4167))"
Port isolé,POLYGON EMPTY
421.0,"POLYGON ((14.2624 32.6531, 14.2766 32.6531, 14.2766 32.6772, 14.2624 32.6772, 14.2624 32.6531))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
422.0,"POLYGON ((23.9815 32.06, 24 32.06, 24 32.0727, 23.9815 32.0727, 23.9815 32.06))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
421.0,"POLYGON ((14.2624 32.6531, 14.2766 32.6531, 14.2766 32.6772, 14.2624 32.6772, 14.2624 32.6531))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
422.0,"POLYGON ((23.9815 32.06, 24 32.06, 24 32.0727, 23.9815 32.0727, 23.9815 32.06))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
86.0,"POLYGON ((113.5612 22.157, 113.589 22.157, 113.589 22.2361, 113.5612 22.2361, 113.5612 22.157))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
423.0,"POLYGON ((46.9634 -25.0615, 46.9976 -25.0615, 46.9976 -25.0267, 46.9634 -25.0267, 46.9634 -25.0615))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
423.0,"POLYGON ((46.9634 -25.0615, 46.9976 -25.0615, 46.9976 -25.0267, 46.9634 -25.0267, 46.9634 -25.0615))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
424.0,"POLYGON ((111.2529 2.1491, 111.3417 2.1491, 111.3417 2.1547, 111.2529 2.1547, 111.2529 2.1491))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
425.0,"POLYGON ((101.7203 2.5266, 101.7812 2.5266, 101.7812 2.576, 101.7203 2.576, 101.7203 2.5266))"
426.0,"POLYGON ((118.6123 4.4838, 118.6279 4.4838, 118.6279 4.4899, 118.6123 4.4899, 118.6123 4.4838))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
426.0,"POLYGON ((118.6123 4.4838, 118.6279 4.4838, 118.6279 4.4899, 118.6123 4.4899, 118.6123 4.4838))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
425.0,"POLYGON ((101.7203 2.5266, 101.7812 2.5266, 101.7812 2.576, 101.7203 2.576, 101.7203 2.5266))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
427.0,"POLYGON ((104.0131 1.4432, 104.0614 1.4432, 104.0614 1.447, 104.0131 1.447, 104.0131 1.4432))"
427.0,"POLYGON ((104.0131 1.4432, 104.0614 1.4432, 104.0614 1.447, 104.0131 1.447, 104.0131 1.4432))"
Port isolé,POLYGON EMPTY
424.0,"POLYGON ((111.2529 2.1491, 111.3417 2.1491, 111.3417 2.1547, 111.2529 2.1547, 111.2529 2.1491))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
428.0,"POLYGON ((14.3035 35.9902, 14.3323 35.9902, 14.3323 36.0235, 14.3035 36.0235, 14.3035 35.9902))"
429.0,"POLYGON ((14.5173 35.8247, 14.5503 35.8247, 14.5503 35.9064, 14.5173 35.9064, 14.5173 35.8247))"
429.0,"POLYGON ((14.5173 35.8247, 14.5503 35.8247, 14.5503 35.9064, 14.5173 35.9064, 14.5173 35.8247))"
429.0,"POLYGON ((14.5173 35.8247, 14.5503 35.8247, 14.5503 35.9064, 14.5173 35.9064, 14.5173 35.8247))"
428.0,"POLYGON ((14.3035 35.9902, 14.3323 35.9902, 14.3323 36.0235, 14.3035 36.0235, 14.3035 35.9902))"
429.0,"POLYGON ((14.5173 35.8247, 14.5503 35.8247, 14.5503 35.9064, 14.5173 35.9064, 14.5173 35.8247))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
