country_iso3;cfr;IMO;registration_number;external_marking;ship_name;ircs;mmsi;loa;type;mt_activated;comment
ESP;14726 ESP;8120521;3VI-5-9842;3VI-5-9842;PATRICIA NORES;EDHP;224567000;67.58;>25m;false ;
ESP;6357 ESP;7415670;3ST-4-2551;3ST-4-2551;VALLE FRAGA;EAGN;224577000;32.4;>25m;false ;
ESP;26206 ESP;9329071;3VI-7-20-04;3VI-7-20-04;XUXO;ECHX;224578000;34.48;>25m;false ;
ESP;8227 ESP;8109620;3BI-2-2800;3BI-2-2800;EGALUZE;EFHD;224580000;52.3;>25m;false ;
ESP;26780 ESP;9339210;3VILL-1-7-02;3VILL-1-7-02;TALASA;ECBN;224581000;39;>25m;false ;
ESP;22132 ESP;8906456;3BI-2-2876;3BI-2-2876;ZUBEROA;EGVV;224587000;77.3;>25m;false ;
ESP;26647 ESP;9339208;3VI-5-1-03;3VI-5-1-03;ECCE HOMO GLORIOSO;ECBO;224591000;46.12;>25m;false ;
ESP;26044 ESP;9329215;3VI-5-3-04;3VI-5-3-04;MARBELLO;ECFL;224597000;25.2;>25m;false ;
ESP;24847 ESP;9249934;3VI-5-12-00;3VI-5-12-00;NUEVO GOLONDRINA;EAZO;224609000;39;>25m;false ;
ESP;26457 ESP;9368388;3LU-3-4-05;3LU-3-4-05;INSUA DE AREA;ECKB;224610000;36.5;>25m;false ;
ESP;26559 ESP;9362683;3FE-4-17-05;3FE-4-17-05;PUNTA CANDIEIRA;ECKN;224618000;32.75;>25m;false ;
ESP;24862 ESP;9245964;3VI-5-17-00;3VI-5-17-00;SALAIÑO;EBRG;224619000;40.95;>25m;false ;
ESP;25101 ESP;9249532;3VI-4-3-01;3VI-4-3-01;ANA GANDON;EBVE;224622000;58;>25m;false ;
ESP;26469 ESP;9361603;3GC-1-2-05;3GC-1-2-05;TRONIO;ECJF;224623000;55;>25m;false ;
ESP;26485 ESP;9372157;3VILL-1-18-05;3VILL-1-18-05;GLACIAL;ECBZ;224626000;47.7;>25m;false ;
ESP;23885 ESP;9156058;3BI-2-5-97;3BI-2-5-97;AURORA B;EAQT;224651000;84.1;>25m;false ;
ESP;26844 ESP;9426518;3CO-2-3-06;3CO-2-3-06;DENVER;EAFV;224654000;40.5;>25m;false ;
ESP;23985 ESP;8950110;3GI-6-1-98;3GI-6-1-98;GALIANA PRIMERO;EATN;224658000;30;>25m;false ;
ESP;26123 ESP;9281310;3VI-5-12-03;3VI-5-12-03;ALBATUN TRES;EADN;224680000;115;>25m;false ;
ESP;23084 ESP;8734932;3VI-7-11-94;3VI-7-11-94;SEMPRE LAGOAL;EA5878;224687000;25.7;>25m;false ;
ESP;26526 ESP;8731899;3LU-3-3-05;3LU-3-3-05;FLECHA;EASC;224690000;34.25;>25m;false ;
ESP;25776 ESP;8996592;3VILL-1-2-03;3VILL-1-2-03;COYO CINCO;ECAW;224696000;39.35;>25m;false ;
ESP;26158 ESP;9292785;3BI-2-1-04;3BI-2-1-04;IZURDIA;ECGM;224698000;108;>25m;false ;
ESP;21170 ESP;8716411;3VI-5-10075;3VI-5-10075;JOSE ANTONIO NORES;EHLX;224701000;67.2;>25m;false ;
ESP;26547 ESP;9335745;3BI-2-1-05;3BI-2-1-05;ALAKRANA;ECKG;224702000;104.3;>25m;false ;
ESP;24954 ESP;8733378;3GC-1-11-00;3GC-1-11-00;RELEIXO;EBRL;224706000;37.5;>25m;false ;
ESP;13654 ESP;7817323;3CA-5-1445;3CA-5-1445;MONTEMAIOR;EHTT;224709000;76.75;>25m;false ;
ESP;24942 ESP;9218002;3GC-1-4-00;3GC-1-4-00;FESTEIRO;EAOA;224710000;64.7;>25m;false ;
ESP;22462 ESP;9046966;3BI-2-1-93;3BI-2-1-93;ELAI ALAI;EAIW;224716000;80;>25m;false ;
ESP;GBR000C20512;9690676;3VI-5-1-18;3VI-5-1-18;LODAIRO;EAEO;224717000;86.1;>25m;false ;
ESP;22036 ESP;8916944;3CO-2-3882;3CO-2-3882;IBSA QUINTO;EAAS;224721000;49;>25m;false ;
ESP;15268 ESP;8613279;3VI-5-9905;3VI-5-9905;PLAYA DE TAMBO;EDWY;224724000;64.98;>25m;false ;
ESP;12216 ESP;8206296;3VI-5-9835;3VI-5-9835;ALBACORA QUINCE;EDUS;224727000;85.85;>25m;false ;
ESP;15251 ESP;8512645;3VI-5-9915;3VI-5-9915;PLAYA DE SARTAXENS;EHKC;224732000;65.9;>25m;false ;
ESP;13829 ESP;8212075;3VI-5-9789;3VI-5-9789;MAR DE SERGIO;EHNB;224733000;84.2;>25m;false ;
ESP;100247 ESP;9882009;3CO-2-1-20;3CO-2-1-20;MONTERAIOLA;EADI;224742000;77;>25m;false ;
ESP;15591 ESP;8613267;3BI-2-2859;3BI-2-2859;ALBONIGA;EDKU;224745000;54.5;>25m;false ;
ESP;25006 ESP;8733380;3VI-5-21-00;3VI-5-21-00;SIEMPRE BELUSO;EBRM;224752000;38.5;>25m;false ;
ESP;9384 ESP;7813107;3VI-5-9739;3VI-5-9739;PLAYA DE GALICIA;EAAM;224754000;53.75;>25m;false ;
ESP;755 ESP;7325904;3VI-5-9478;3VI-5-9478;ALBACORA CUATRO;EALM;224755000;83.45;>25m;false ;
ESP;24531 ESP;8739566;3AL-2-2-99;3AL-2-2-99;SAJABI;EAWP;224762000;25;>25m;false ;
ESP;26083 ESP;9306598;3VI-2-2-03;3VI-2-2-03;PLAYA PESMAR DOS;ECCI;224770000;71;>25m;false ;
ESP;100101 ESP;9842011;3BI-2-1-18;3BI-2-1-18;ATERPE ALAI;EAMT;224774000;89.28;>25m;false ;
ESP;15484 ESP;8610813;3VI-5-9954;3VI-5-9954;ESPERANZA MENDUIÑA;EGXZ;224775000;76.9;>25m;false ;
ESP;25710 ESP;8731887;3LU-3-1-03;3LU-3-1-03;BREOGAN UNO;ECDF;224780000;32;>25m;false ;
ESP;23164 ESP;9127435;3VI-5-1-96;3VI-5-1-96;ALBACORA UNO;EAMB;224782000;105;>25m;false ;
ESP;26956 ESP;9441972;3LU-3-2-06;3LU-3-2-06;BREOGAN TRES;ECHK;224792000;32;>25m;false ;
ESP;26465 ESP;9338412;3LU-3-2-05;3LU-3-2-05;ECCE HOMO;ECJQ;224793000;36.5;>25m;false ;
ESP;25789 ESP;9098256;3VI-5-6-03;3VI-5-6-03;VILLA NORES;ECCT;224820000;66.35;>25m;false ;
ESP;26760 ESP;9379820;3HU-3-2-06;3HU-3-2-06;COSTA DE HUELVA;ECKX;224854000;31;>25m;false ;
ESP;15540 ESP;8617469;3CO-2-3844;3CO-2-3844;AROSA NUEVE;EDRT;224871000;56.2;>25m;false ;
ESP;26761 ESP;9380556;3VI-7-5-06;3VI-7-5-06;MARIANE;ECLP;224881000;39.8;>25m;false ;
ESP;15953 ESP;8619675;3VI-5-10026;3VI-5-10026;SANTA MARIÑA;EEMX;224888000;48.96;>25m;false ;
ESP;23666 ESP;9024619;3VI-5-14-97;3VI-5-14-97;RAYMI;EA3176;224892000;30.7;>25m;false ;
ESP;24997 ESP;9244506;3GC-3-2-01;3GC-3-2-01;NUEVO QUIMAR;EBUC;224895000;32.5;>25m;false ;
ESP;23295 ESP;9154361;3ST-2-4-96;3ST-2-4-96;PILAR TORRE;EAIQ;224896000;36.5;>25m;false ;
ESP;15468 ESP;8619716;3VI-5-9936;3VI-5-9936;FREIREMAR UNO;EHXB;224897000;57.48;>25m;false ;
ESP;26791 ESP;9329150;3VI-5-4-05;3VI-5-4-05;HESPER;EAJH;224900000;31.9;>25m;false ;
ESP;26546 ESP;9335264;3VILL-1-22-05;3VILL-1-22-05;JALISCO UNO;ECKF;224906170;27.9;>25m;false ;
ESP;26548 ESP;9335276;3VILL-1-21-05;3VILL-1-21-05;BEJAR;EBTR;224906180;27.9;>25m;false ;
ESP;26538 ESP;8794437;3PM-1-2-05;3PM-1-2-05;MARBLANVI;EA8489;224906190;25.06;>25m;false ;
ESP;100484 ESP;9978107;3HU-3-4-22;3HU-3-4-22;DOCE DE JULIO;EBVP;224910000;32.7;>25m;false ;
ESP;25124 ESP;9259551;3VI-5-19-00;3VI-5-19-00;LLAVE DE BURELA;EBRP;224913000;43;>25m;false ;
ESP;25473 ESP;9098610;3GC-1-5-02;3GC-1-5-02;BONDAÑA;ECAU;224918000;43;>25m;false ;
ESP;24404 ESP;9221463;3VI-7-13-99;3VI-7-13-99;LUZADA;EHEH;224929000;31;>25m;false ;
ESP;24466 ESP;9225811;3HU-3-11-99;3HU-3-11-99;LA NIÑA R;EATK;224931000;32.6;>25m;false ;
ESP;24432 ESP;8960517;3VI-5-12-99;3VI-5-12-99;AGIOS NIKOLAUS;EA4214;224933000;28;>25m;false ;
ESP;24462 ESP;9225835;3HU-3-10-99;3HU-3-10-99;SANTA MARIA R;EAPA;224935000;32.6;>25m;false ;
ESP;26999 ESP;9344904;3LU-2-4-06;3LU-2-4-06;SIEMPRE REVUELTA;ECDS;224936000;33.5;>25m;false ;
ESP;23930 ESP;8737582;3GI-4-2-98;3GI-4-2-98;PLAYA DE ARBEYAL;EA3510;224938000;25;>25m;false ;
ESP;15442 ESP;8701181;3VI-5-9941;3VI-5-9941;PLAYA DE BARRA;EFHA;224943000;35.29;>25m;false ;
ESP;24556 ESP;8739774;3GI-6-1-00;3GI-6-1-00;PUNTA CANCELADA;EADY;224949000;25.75;>25m;false ;
ESP;100100 ESP;9847267;3VI-5-2-19;3VI-5-2-19;ISLA DE TERRANOVA;EATE;224950000;49.9;>25m;false ;
ESP;24463 ESP;9098842;3HU-3-1-00;3HU-3-1-00;JACINTO R;EAYO;224952000;32.53;>25m;false ;
ESP;25338 ESP;9259563;3VI-5-6-02;3VI-5-6-02;COSTA DO CABO;EBZM;224967000;60;>25m;false ;
ESP;25444 ESP;9281865;3VI-5-5-02;3VI-5-5-02;MANUEL ANGEL NORES;EBZJ;224978000;72.2;>25m;false ;
ESP;25434 ESP;9265287;3LU-3-4-02;3LU-3-4-02;COVADONGA PRIMERO;ECBG;224980000;28;>25m;false ;
ESP;25482 ESP;9249946;3VI-5-11-02;3VI-5-11-02;MAICOA TRES;ECBL;224987000;43.5;>25m;false ;
ESP;25556 ESP;9297632;3VI-5-14-02;3VI-5-14-02;PLAYA MUIÑO VELLO;ECBQ;224992000;44.5;>25m;false ;
ESP;27691 ESP;9741085;3BI-2-1-15;3BI-2-1-15;TXORI ZURI;EABO;225309000;89.66;>25m;false ;
ESP;26859 ESP;9360518;3SS-1-4-05;3SS-1-4-05;EGUNABAR;EACN;225318000;47.75;>25m;false ;
ESP;26861 ESP;9095319;3VI-5-5-06;3VI-5-5-06;NUEVO MONTE VENTOSO;EAPO;225319000;40.56;>25m;false ;
ESP;23496 ESP;9164342;3VI-7-3-97;3VI-7-3-97;ERES UN PILAR;EAOO;225325000;32.5;>25m;false ;
ESP;26948 ESP;9443449;3BI-4-1-07;3BI-4-1-07;AKILLAMENDI BERRIA;ECMN;225341000;35.4;>25m;false ;
ESP;24733 ESP;8962527;3VI-2-4-00;3VI-2-4-00;PORTOSANTO;EAPR;225353000;30.5;>25m;false ;
ESP;27008 ESP;9476513;3LU-3-2-07;3LU-3-2-07;ALBELO PRIMERO;ECMU;225360000;32.5;>25m;false ;
ESP;23383 ESP;8731904;3ST-4-5-96;3ST-4-5-96;MATALEÑAS SEGUNDO;EANO;225361000;29;>25m;false ;
ESP;27000 ESP;9344916;3LU-2-5-06;3LU-2-5-06;FARO DE BURELA;EALI;225362000;33.5;>25m;false ;
ESP;27045 ESP;9338400;3VILL-1-1-07;3VILL-1-1-07;COYO SEPTIMO;ECHL;225374000;42.5;>25m;false ;
ESP;27068 ESP;9383156;3BI-2-1-07;3BI-2-1-07;TXORI GORRI;ECNP;225375000;95.8;>25m;false ;
ESP;27050 ESP;9476549;3LU-3-3-07;3LU-3-3-07;RODRIGUEZ PARAPAR;EAHW;225378000;29.45;>25m;false ;
ESP;27044 ESP;9476446;3LU-3-1-07;3LU-3-1-07;PINO MONTERO TRES;ECMM;225381000;35;>25m;false ;
ESP;27069 ESP;9431422;3CU-1-2-07;3CU-1-2-07;ANCHOUSA;ECNR;225382000;30.5;>25m;false ;
ESP;27106 ESP;9515838;3LU-3-4-07;3LU-3-4-07;NUEVO PEREZ;EAHR;225384000;31.8;>25m;false ;
ESP;27547 ESP;9702869;3BI-2-2-13;3BI-2-2-13;ITSAS TXORI;EAHO;225455000;83.8;>25m;false ;
ESP;24806 ESP;9218739;3BI-3-1-22;3BI-3-1-22;IXKIRI;EARI;225458000;37.25;>25m;false ;
ESP;27578 ESP;9684548;3BI-2-1-14;3BI-2-1-14;PLAYA DE RIS;EAKV;225459000;87;>25m;false ;
ESP;27667 ESP;8649486;3VI-5-2-14;3VI-5-2-14;NORUEGO;EAFE;225983597;28;>25m;false ;
ESP;27732 ESP;8785175;3TE-1-1-15;3TE-1-1-15;AMANECER;EAEP;225985323;25.55;>25m;false ;
ESP;27743 ESP;9815020;3SS-3-2-15;3SS-3-2-15;KANTAURI;EAGB;225985384;27.55;>25m;false ;
ESP;27738 ESP;9808302;3VI-5-1-16;3VI-5-1-16;MANOLO DEL TERIN;EAHF;225985576;28.8;>25m;false ;
ESP;27773 ESP;9827542;3AV-1-2-16;3AV-1-2-16;ELEUTERIO JOSE BALAYO;EADE;225986696;32.2;>25m;false ;
ESP;27764 ESP;9813890;3HU-3-1-17;3HU-3-1-17;JOMAFRAN;EAUC;225986769;29.5;>25m;false ;
ESP;PRT000019293;8794657;3CP-2-1-17;3CP-2-1-17;JOSE Y RAFAELA;EAVD;225987199;29.46;>25m;false ;
ESP;25049 ESP;9252151;3CO-2-2-17;3CO-2-2-17;JUNDIÑA CUARTO;EAWC;225987616;32.5;>25m;false ;
ESP;PRT000020436;8740955;3HU-3-2-17;3HU-3-2-17;CIUDAD DE HUELVA;EAVC;225987981;32.53;>25m;false ;
ESP;100048 ESP;9853462;3GC-1-1-18;3GC-1-1-18;FRIOMAR;EAYM;225989933;29.5;>25m;false ;
ESP;IRL000I14607;9782390;3VI-5-3-20;3VI-5-3-20;ALANNAH RILEY;EAFC;225993433;28.62;>25m;false ;
ESP;100340 ESP;9941180;3HU-3-2-22;3HU-3-2-22;JOMAFRAN SEGUNDO;EAPQ;225995265;29.5;>25m;false ;
FRA;23933 ESP;9187291;930501;BA930501;FARO PICAMILLO;FICU;226045000;32;>25m;false ;
FRA;FRA000911294;8996607;911294;CC911294;ROSELEND;FIZX;226105000;35.3;>25m;false ;
FRA;FRA000911288;9228681;911288;LO911288;JULIEN COLEOU;FHEV;226158000;30.1;>25m;false ;
FRA;FRA000911289;9225536;911289;CC911289;CAP SAINT VINCENT;FIPP;226169000;67.3;>25m;false ;
FRA;FRA000911313;9225548;911313;CC911313;STERENN;FIYL;226180000;67.3;>25m;false ;
FRA;;9228667;BL899826;;NICOLAS JEREMY;;226183000;;Demersal seiners;false ;
FRA;FRA000911320;8919465;911320;CC911320;TALENDUIC;FOVN;226240000;79.8;>25m;false ;
FRA;FRA000900470;9261499;900470;BL900470;BRESSAY BANK;FPTA;226246000;44;>25m;false ;
FRA;FRA000900265;9096571;900265;ST900265;JEANMARIE CHRISTIAN6;FQBN;226247000;48.03;>25m;false ;
FRA;FRA000925310;9293026;925310;ST925310;JANVIER LOUIS RAPHAEL;FSXU;226254000;38;>25m;false ;
FRA;FRA000900270;9096583;900270;ST900270;JEANMARIECHRISTIAN7;FTAT;226255000;48.03;>25m;false ;
FRA;FRA000919999;9828936;919999;CC919999;SCOMBRUS;FLVN;226347000;81.37;>25m;false ;
FRA;FRA000749688;8918021;749688;LO749688;CARLA;FQGF;227107100;28.18;>25m;false ;
FRA;;8979350;BL899825;;ND DE BOULOGNE;;227142900;;Demersal seiners;false ;
FRA;;9234733;SN918296;;THOMAS NICOLAS II;;227143600;;Demersal seiners;false ;
FRA;;9228679;BL914099;;SAINT JOSSE 4;;227143700;;Demersal seiners;false ;
FRA;FRA000859076;9251470;859076;ST859076;ST SOPHIE FRANCOIS 2;FPCT;227145600;37.5;>25m;false ;
FRA;FRA000899846;9257759;899846;LR899846;MARIA MAGDALENA;FPGG;227145800;29.16;>25m;false ;MMSI from ORBIS
FRA;FRA000900236;9251482;900236;ST900236;GERARD LUC IV;FPML;227146100;39.9;>25m;false ;
FRA;FRA000923751;9251494;923751;ST923751;CISBERLANDE 5;FPRE;227146300;38;>25m;false ;
FRA;25300 ESP;8731019;931194;BA931194;MAR DE FLORES;FIFK;227209970;31;>25m;false ;
FRA;25109 ESP;9247156;932152;BA932152;PUNTA VIXIA;FIKF;227275010;31.94;>25m;false ;
FRA;NLD198300393;8224406;716900;FC716900;PRINS BERNHARD;FKHH;227302000;88.24;>25m;false ;
FRA;FRA000374056;;374056;ST374056;ND DES MERS;FO9461;227320710;25.8;>25m;false ;
FRA;FRA000724656;8874457;724656;LR724656;AGORRETA;FGOO;227338000;26.7;>25m;false ;
FRA;FRA000683454;8902113;683454;LR683454;NOTRE DAME CEDEIRA;FHQH;227344000;32.8;>25m;false ;
FRA;FRA000639931;9037836;639931;CC639931;IROISE;FGRR;227347000;32.8;>25m;false ;
FRA;FRA000819516;9104847;819516;ST819516;JEAN LOUIS RAPHAEL 2;FGTX;227370000;41.9;>25m;false ;
FRA;FRA000683609;8811522;683609;BA683609;GRAND SAINT BERNARD;FHVF;227376000;32.8;>25m;false ;
FRA;FRA000683638;8811534;683638;BA683638;SAINT GOTHARD;FHVG;227378000;32.8;>25m;false ;
FRA;FRA000544859;7928847;544859;BA544859;ASPIN;FPSH;227380000;34;>25m;false ;
FRA;FRA000622598;8324531;622598;CC622598;LARCHE;FVEV;227382000;34;>25m;false ;
FRA;FRA000545762;8219499;545762;CC545762;TOURMALET;FIGZ;227384000;34;>25m;false ;
FRA;FRA000623126;8504129;623126;BA623126;CROIX MORAND;FHIN;227385000;38;>25m;false ;
FRA;FRA000752562;9037848;752562;BA752562;LANDORA;FGPL;227389000;33.8;>25m;false ;
FRA;;5377252;CN807008;;VAUBAN;;227414000;;Demersal seiners;false ;
FRA;FRA000781462;9037458;781462;ST781462;JEANMARIE CHRISTIAN 3;FLRC;227503000;40.34;>25m;false ;
FRA;FRA000819527;8878805;819527;ST819527;JEANMARIE CHRISTIAN 4;FGGS;227504000;40.34;>25m;false ;
FRA;FRA000318050;5125843;318050;BA318050;ILLUNBE;TQQL;227531000;26.3;>25m;false ;
FRA;FRA000655507;8676386;655507;BA655507;YANNICK;FHFP;227533000;25.05;>25m;false ;
FRA;FRA000752558;8912986;752558;CC752558;GUEOTEC;FGPG;227549000;81.9;>25m;false ;
FRA;FRA000752577;8912998;752577;CC752577;GUERIDEN;FGQC;227550000;81.9;>25m;false ;
FRA;FRA000686638;8918576;686638;BA686638;IBARDIN;FVQO;227570000;34.96;>25m;false ;
FRA;FRA000199078;7362500;199078;SM199078;JOSEPH ROTY 2;FNMY;227583000;90.56;>25m;false ;
FRA;FRA000318345;7115593;318345;LR318345;SYLVANNA;FSBS;227588000;33.25;>25m;false ;
FRA;;9831567;BL933426;;ROSE DE CASCIA;;227800940;;Demersal seiners;false ;
FRA;;9831581;BL933651;;LA TRINITE;;227832880;;Demersal seiners;false ;
FRA;FRA000612366;8502298;612366;LR612366;SCAPIRIA 1;FHAD;227883000;30.33;>25m;false ;
FRA;FRA000544928;8016811;544928;BA544928;MELODIE;FPSR;227894000;34;>25m;false ;
FRA;FRA000683453;8902101;683453;BA683453;RABELAIS;FHQI;227909000;32.8;>25m;false ;
FRA;FRA000683777;8910196;683777;BA683777;RONSARD;FVHI;227917000;32.8;>25m;false ;
FRA;FRA000554169;8225826;554169;BA554169;ARMOR 2;FUKR;227926000;26.09;>25m;false ;
FRA;FRA000184574;7348059;184574;BA184574;CUCA;FZJZ;227957000;38.75;>25m;false ;
FRA;FRA000288920;6604860;288920;BA288920;MEABAN;FTNU;227978000;33.25;>25m;false ;
FRA;22972 ESP;9103257;922721;BA922721;RIO DA BOUZA;FFZU;228004700;30.47;>25m;false ;
FRA;23157 ESP;9105712;930430;BA930430;FARPESCA;FHZJ;228015700;33.09;>25m;false ;
FRA;26787 ESP;9095333;930106;BA930106;BIKAIN;FICM;228019600;31.4;>25m;false ;
FRA;24554 ESP;8962503;930590;BA930590;PEDRA BLANCA II;FIDD;228020900;29.38;>25m;false ;
FRA;24996 ESP;8968519;930703;BA930703;RADOCHE TERCERO;FIDH;228021800;30.43;>25m;false ;
FRA;25741 ESP;9282637;932029;BA932029;PEPE BARREIRO;FIJO;228043800;37.25;>25m;false ;
FRA;24588 ESP;9221542;932355;LO932355;ARGELES;FIOI;228048600;33.6;>25m;false ;
FRA;FRA000932123;9740378;932123;LO932123;JEAN-PIERRE LE ROCH;FIUL;228066700;41.7;>25m;false ;
FRA;FRA000932206;9741097;932206;CC932206;GEVRED;FIUO;228066900;77;>25m;false ;
FRA;22941 ESP;9108013;932998;BA932998;PLAYA DE TUYA;FIUW;228067700;33.5;>25m;false ;
FRA;FRA000932207;9741102;932207;CC932207;PENDRUC;FIXF;228071900;77;>25m;false ;
FRA;PRT000021994;8792348;933525;BA933525;ANTONIO MARIA;FJVN;228079900;32;>25m;false ;
FRA;FRA000934017;9799898;934017;SM934017;EMERAUDE;FJVO;228080600;80;>25m;false ;
FRA;25775 ESP;8731825;933825;IO933825;SIEMPRE VIRIATO;FJVW;228082600;29;>25m;false ;
FRA;FRA000934489;9855836;934489;PV934489;CHRISDERIC V;FJXM;228086700;35;>25m;false ;MMSI from ORBIS
FRA;;9831579;BL933427;;LE MARMOUSET 3;;228096900;;Demersal seiners;false ;
FRA;FRA000934246;9833486;934246;BA934246;CAP FINISTERE;FJZI;228097600;27.5;>25m;false ;
FRA;;9849411;DP933781;;SAINTE MARIE DE LA MER II;;228099700;;Demersal seiners;false ;
FRA;;9850991;DP933780;;TIGER'S III;;228099800;;Demersal seiners;false ;
FRA;FRA000916344;8950146;916344;PV916344;GERALD JEAN III;FKDU;228102800;32.36;>25m;false ;
FRA;FRA000544929;8016823;544929;BA544929;LA PALOMA II;FPSS;228104000;34;>25m;false ;
FRA;FRA000639926;9178147;639926;CC639926;CORAIL;FQAX;228106800;35.3;>25m;false ;MMSI from ORBIS
FRA;FRA000851457;8229327;851457;BA851457;OLGA;FKTT;228108900;26.4;>25m;false ;
FRA;FRA000291636;7503013;291636;BA291636;GURE ANDRE;FZSV;228110000;35.4;>25m;false ;
FRA;FRA000752564;8812186;752564;CC752564;VIA AVENIR;FGPJ;228128000;78.33;>25m;false ;
FRA;FRA000819508;8228945;819508;MA819508;CAP HORIZON;FOQP;228128700;40.8;>25m;false ;
FRA;FRA000752559;9016959;752559;LO752559;HELIOTROPE;FGPH;228130000;33.8;>25m;false ;
FRA;;9216080;LO912362;;NAONED;;228134700;;Demersal seiners;false ;
FRA;FRA000923752;9264415;923752;ST923752;ST SOPHIE FRANCOIS 3;FQCG;228141800;37.5;>25m;false ;
FRA;FRA000924675;9293014;924675;BL924675;CAP SAINT GEORGES;FQFD;228165600;44.1;>25m;false ;
FRA;FRA000790948;9017850;790948;CC790948;VIA MISTRAL;FGRY;228167000;78.33;>25m;false ;
FRA;FRA000924680;9294915;924680;BL924680;ANDRE LEDUC;FMAU;228190900;44;>25m;false ;
FRA;FRA000819572;9161326;819572;ST819572;ANNE ANTOINE 2;FKZL;228197000;39.9;>25m;false ;MMSI from ORBIS
FRA;FRA000924826;9305025;924826;LO924826;MARIETTE LE ROCH II;FMCT;228205800;45.92;>25m;false ;
FRA;FRA000924832;9305037;924832;LO924832;JEAN CLAUDE COULONII;FMCV;228206600;45.92;>25m;false ;
FRA;FRA000924860;9334272;924860;ST924860;ERIC MARIN;FMEB;228212700;38;>25m;false ;MMSI from ORBIS
FRA;FRA000914221;9352913;914221;MA914221;VENT DU NORD II;FMEU;228215800;41.92;>25m;false ;
FRA;FRA000914222;9352937;914222;MA914222;PIERRE JOSEPH SALVADOR;FMEZ;228217600;41.92;>25m;false ;
FRA;FRA000916469;9311957;916469;MA916469;GERALD JEAN IV;FMFC;228217900;34.2;>25m;false ;
FRA;FRA000554922;8328795;554922;BA554922;SILURE;FULX;228221000;26.09;>25m;false ;
FRA;FRA000707671;8611489;707671;LR707671;LE RESSAC;FVPN;228224000;30.91;>25m;false ;
FRA;FRA000899950;9322669;899950;CC899950;GLENAN;FMHD;228231700;84.1;>25m;false ;MMSI from ORBIS
FRA;FRA000863686;9145580;863686;ST863686;CHRISDERIC II;FQAT;228232000;29.4;>25m;false ;
FRA;FRA000924880;9096624;924880;ST924880;VILLE D'AGDE IV;FMIC;228235800;39.7;>25m;false ;MMSI from ORBIS
FRA;FRA000854430;9128520;854430;CC854430;AVEL VAD;FNAL;228255000;67.3;>25m;false ;
IRL;FRA000907972;9417610;71;S71;ATLANTIC ROSE;EIXR3;228259600;25.15;>25m;false ;MMSI from ORBIS
FRA;FRA000752550;8908026;752550;CC752550;CAP BOJADOR;FGPI;228280000;61;>25m;false ;
FRA;FRA000922731;9108001;922731;BA922731;LOIRA;FNQR;228293900;34.34;>25m;false ;
FRA;FRA000922734;9212606;922734;BA922734;PEDRA BLANCA;FNRG;228299900;32.16;>25m;false ;
FRA;IRL000I12515;9244465;926611;BA926611;FASTNET;FNRM;228301600;27.85;>25m;false ;
FRA;FRA000926613;9478731;926613;LO926613;ROSSOREN;FNRN;228301700;28.4;>25m;false ;
FRA;22984 ESP;9108025;929520;BA929520;FERREIRA MARTINEZ;FLTR;228349800;28.99;>25m;false ;
FRA;;9866897;BL934193;;MERCATOR;;228363800;;Demersal seiners;false ;
FRA;;9851074;LO934925;;LE DOLMEN;;228364600;;Demersal seiners;false ;
FRA;;9866902;BL934837;;MANUREVA;;228366900;;Demersal seiners;false ;
FRA;FRA000683096;8514588;683096;BA683096;BEOTHUK;FHIV;228367800;34.52;>25m;false ;
FRA;24117 ESP;9194189;935990;BA935990;PUENTEAREAS UNO;FLXH;228378700;36;>25m;false ;
FRA;FRA000933961;9877365;933961;CC933961;VIA ALIZE;FLYZ;228385700;67.3;>25m;false ;
FRA;;9919280;BL936145;;LE CROTELLOIS;;228396700;;Demersal seiners;false ;
FRA;;9918573;DP936192;;LUDOVIC GEOFFRAY;;228397800;;Demersal seiners;false ;
FRA;;9905631;BL936072;;MADELEINE;;228402800;;Demersal seiners;false ;
FRA;24436 ESP;9166091;936938;BA936938;GURE AMETZA II;FMQJ;228413900;34;>25m;false ;
FRA;IRL000I12562;9219721;937879;BL937879;OTTER BANK;FMSM;228425700;38.3;>25m;false ;
FRA;GBR000C16559;9193549;937880;BL937880;FISHER BANK;FMSN;228425800;37.9;>25m;false ;
FRA;;9929522;BL937550;;Pax Dei;;228426900;;Demersal seiners;false ;
FRA;23252 ESP;9105724;938261;BA938261;LAREDO;FMUJ;228436800;36.3;>25m;false ;
FRA;25819 ESP;9282651;938393;BA938393;MAR MARES;FMUN;228437700;38.5;>25m;false ;
FRA;FRA000185147;6523614;185147;BA185147;LE STIFF;FTMJ;228858000;31.85;>25m;false ;
FRA;FRA000854429;9168063;854429;CC854429;CAP SAINTE MARIE;FNSM;228875000;67.3;>25m;false ;
FRA;FRA000819571;8944056;819571;ST819571;JANVIER GIORDANO;FOCL;228878000;39.9;>25m;false ;
FRA;FRA000724048;9093206;724048;BA724048;CORONA DEL MAR;FIPY;228967000;33.53;>25m;false ;
FIN;IRL000I10173;7904750;N/A;FIN-1115-U;SHEMARA;OJ6077;230001770;38.05;>25m;false ;
FIN;SWE000007125;8404769;;AAL-129;Danö;OJOY;230012000;39.96;>25m;false ;
FIN;IRL000I10294;8022731;N/A;FIN-187-O;BALTIK;OJRJ;230035000;27.05;>25m;false ;
