country_iso3;cfr;IMO;registration_number;external_marking;ship_name;ircs;mmsi;loa;type;mt_activated;comment
ESP;23255 ESP;8735273;3ST-3-2-96;3ST-3-2-96;MADRE LITA;EA2706;224021460;29.85;>25m;false ;
ESP;22639 ESP;2847622;3ST-2-1-93;3ST-2-1-93;NUEVO ROBER;EA9454;224021580;26;>25m;false ;
ESP;25115 ESP;2821238;3ST-3-1-01;3ST-3-1-01;DEMAR;EA5415;224021640;25.12;>25m;false ;
ESP;23369 ESP;9142851;3CO-2-2-96;3CO-2-2-96;POMBO UNO;EAMX;224022170;28;>25m;false ;
ESP;14630 ESP;8411762;3VI-5-9817;3VI-5-9817;HERDUSA PRIMERO;EGQR;224022910;25.95;>25m;false ;
ESP;279 ESP;7053214;3GI-4-1838;3GI-4-1838;NUEVO EBENEZER;EFKE;224024000;28.15;>25m;false ;
ESP;10878 ESP;6403979;3SS-2-1720;3SS-2-1720;NUEVO SAN LUIS;EDXL;224024480;31.5;>25m;false ;
ESP;24933 ESP;8739970;3CP-2-1-01;3CP-2-1-01;NOVA GAYA;EAKR;224024850;25.02;>25m;false ;
ESP;24947 ESP;2848793;3BI-2-2-01;3BI-2-2-01;OTZARRI BERRIA;EA5261;224025440;25;>25m;false ;
ESP;24970 ESP;8739932;3HU-2-1-01;3HU-2-1-01;ALFONSO RIERA CUARTO;EBSY;224026860;25.5;>25m;false ;
ESP;25013 ESP;8533962;3CP-3-3-01;3CP-3-3-01;BLANCA B;EBTI;224027470;25.03;>25m;false ;
ESP;14126 ESP;8402711;3CO-3-1551;3CO-3-1551;HIMAJO PRIMERO;EDXN;224027520;32;>25m;false ;
ESP;23373 ESP;2855320;3AT-2-2-96;3AT-2-2-96;ROSQUI;EA2909;224027550;25.83;>25m;false ;
ESP;23876 ESP;9193381;3ST-3-4-98;3ST-3-4-98;ERMITA PILAR;EA3320;224028250;33.85;>25m;false ;
ESP;23761 ESP;9194206;3VI-7-23-97;3VI-7-23-97;SIEMPRE SAN BENITO;EA3208;224029760;28;>25m;false ;
ESP;24985 ESP;8733706;3GI-6-6-00;3GI-6-6-00;NUEVO MAR GLORIA;EBTB;224029830;25.75;>25m;false ;
ESP;23570 ESP;8735780;3BI-2-1-97;3BI-2-1-97;ARADON BERRIA;EA3095;224030940;25;>25m;false ;
ESP;23721 ESP;9175377;3HU-3-10-97;3HU-3-10-97;ALFONSO RIERA SEGUNDO;EAQQ;224032270;27.5;>25m;false ;
ESP;25016 ESP;9252125;3VI-5-2-01;3VI-5-2-01;PUNTA DO XUNCOS;EBSZ;224032970;28;>25m;false ;
ESP;24464 ESP;8733744;3HU-3-13-99;3HU-3-13-99;PEIX MAR VEINTICINCO;EAXG;224033000;32.53;>25m;false ;
ESP;24986 ESP;8733677;3ST-2-2-00;3ST-2-2-00;NUEVO AIRES ASON;EBSM;224033380;31;>25m;false ;
ESP;24170 ESP;9193173;3SS-3-5-98;3SS-3-5-98;SANTANA BERRIA;EAVI;224040260;36;>25m;false ;
ESP;23835 ESP;9188075;3GI-4-3-98;3GI-4-3-98;SANTUARIO BARQUEREÑO;EARU;224040840;30.5;>25m;false ;
ESP;25218 ESP;9252113;3VILL-1-11-01;3VILL-1-11-01;BOTEIRA PRIMERO;EBWP;224041240;28;>25m;false ;
ESP;25301 ESP;8733976;3TA-1-4-01;3TA-1-4-01;LEONARDO BRULL SEGON;EAPE;224041250;36.69;>25m;false ;
ESP;23587 ESP;9168910;3VI-7-15-97;3VI-7-15-97;AMEAL;EAQD;224043560;29.3;>25m;false ;
ESP;25138 ESP;8739085;3HU-1-1-01;3HU-1-1-01;NUEVO MARIA RUIBAL;EBUE;224044170;25.07;>25m;false ;
ESP;25048 ESP;9244520;3AT-2-4-01;3AT-2-4-01;MARUFINA;EBUN;224044690;27;>25m;false ;
ESP;25020 ESP;8739712;3VI-7-11-00;3VI-7-11-00;GENE;EALZ;224044870;25;>25m;false ;
ESP;25052 ESP;9246097;3GI-6-2-01;3GI-6-2-01;CANTO NUEVO;EBVH;224045260;27;>25m;false ;
ESP;25119 ESP;2850590;3AT-5-2-01;3AT-5-2-01;PERLES DOS;EA4778;224045330;26.17;>25m;false ;
ESP;23423 ESP;9150597;3VI-5-1-97;3VI-5-1-97;NUEVO CEDES;EA2981;224045930;28;>25m;false ;
ESP;23627 ESP;8735833;3ST-2-4-97;3ST-2-4-97;SIN QUERER TRES;EA3126;224046190;28;>25m;false ;
ESP;23656 ESP;8735792;3CO-7-5-97;3CO-7-5-97;ARELA;EA3180;224046360;26.9;>25m;false ;
ESP;23450 ESP;9160657;3FE-2-1-97;3FE-2-1-97;BURELES;EANT;224047360;28;>25m;false ;
ESP;25084 ESP;8733457;3GI-6-5-00;3GI-6-5-00;ALBA MAR;EBVZ;224047430;31.35;>25m;false ;
ESP;25080 ESP;9252022;3VI-5-6-01;3VI-5-6-01;CACHACHO;EAMI;224047640;38.35;>25m;false ;
ESP;23497 ESP;9098866;3HU-3-6-97;3HU-3-6-97;EMILIO R;EAIP;224047890;31.3;>25m;false ;
ESP;25129 ESP;9252149;3VI-5-13-01;3VI-5-13-01;ARCA UNO;EBWO;224047990;28;>25m;false ;
ESP;22296 ESP;8680909;3VI-7-1-92;3VI-7-1-92;ROBERO;EA5457;224048150;26.3;>25m;false ;
ESP;23692 ESP;9156084;3VI-5-6-97;3VI-5-6-97;NUEVO CONFURCO;EAOW;224048290;36;>25m;false ;
ESP;23799 ESP;9183104;3AL-2-14-97;3AL-2-14-97;BELMA;EA3192;224049460;28.73;>25m;false ;
ESP;14999 ESP;8601886;3VI-5-9879;3VI-5-9879;O'COVELO;EDXO;224049530;27.85;>25m;false ;
ESP;23834 ESP;9188063;3ST-2-3-98;3ST-2-3-98;SAN ROQUE DIVINO;EA3317;224049650;31.5;>25m;false ;
ESP;21749 ESP;9010319;3VI-7-3553;3VI-7-3553;COSTA DO CEO;EA2576;224049860;26.3;>25m;false ;
ESP;25564 ESP;9297993;3LU-3-3-02;3LU-3-3-02;YANQUE;ECAP;224050000;46.45;>25m;false ;
ESP;25251 ESP;8538297;3CP-2-5-01;3CP-2-5-01;NOU RECALDE;EA5279;224050230;26.15;>25m;false ;
ESP;25207 ESP;8538417;3CP-1-2-01;3CP-1-2-01;MANUEL MELENDEZ;EA5633;224050240;26.23;>25m;false ;
ESP;23947 ESP;8733641;3ST-2-5-98;3ST-2-5-98;MANUEL PADRE SEGUNDO;EARW;224050560;31.5;>25m;false ;
ESP;23948 ESP;8733483;3ST-2-4-98;3ST-2-4-98;BUSTILLO DONOSTI;EARX;224050570;31.5;>25m;false ;
ESP;25177 ESP;8739906;3ST-2-3-01;3ST-2-3-01;ESTRELLA POLAR PRIMERO;EBWR;224050850;27.5;>25m;false ;
ESP;7487 ESP;8799774;3GI-3-777;3GI-3-777;MONTE ARBALLU;EECN;224051140;27.62;>25m;false ;
ESP;22992 ESP;2840739;3ST-4-2-95;3ST-4-2-95;MARIA DIGNA DOS;EA7975;224051160;26.64;>25m;false ;
ESP;23521 ESP;9163362;3TE-1-1-97;3TE-1-1-97;ALCALDE UNO;EA3031;224051180;28;>25m;false ;
ESP;25262 ESP;8799530;3MA-5-2-01;3MA-5-2-01;ANGELES Y ANTONIO;EA2402;224051190;25.05;>25m;false ;
ESP;21571 ESP;8822404;3GI-4-2182;3GI-4-2182;BALUEIRO SEGUNDO;EHPX;224051350;37;>25m;false ;
ESP;23206 ESP;9148726;3GI-4-1-96;3GI-4-1-96;BETI ITXAS ARGI;EA2521;224051560;26;>25m;false ;
ESP;25162 ESP;8739956;3VI-3-2-01;3VI-3-2-01;HERMANOS SOAGE;EBVK;224051590;26.5;>25m;false ;
ESP;25277 ESP;8739877;3CP-3-8-01;3CP-3-8-01;NUEVO TOMAS Y CARMEN;EACM;224051690;25.09;>25m;false ;
ESP;25200 ESP;8735247;3VI-3-1-01;3VI-3-1-01;FARO DE ONS;EBVL;224051950;27.9;>25m;false ;
ESP;25217 ESP;9245988;3VILL-1-12-01;3VILL-1-12-01;RINCHADOR;EBXI;224052340;28;>25m;false ;
ESP;25287 ESP;8733627;3BI-1-2-01;3BI-1-2-01;KALAMUA BI;EBYE;224052360;31.6;>25m;false ;
ESP;23953 ESP;9182007;3VI-5-8-98;3VI-5-8-98;O GALAICO;EASW;224052370;30;>25m;false ;
ESP;15219 ESP;8611881;3SS-3-1406;3SS-3-1406;PEDRO JOSE BERRIA;EDYX;224052460;34.4;>25m;false ;
ESP;25241 ESP;8787410;3CT-1-2-02;3CT-1-2-02;NUEVO JOAQUINA ANTONIO;EA5964;224052840;25.2;>25m;false ;
ESP;22829 ESP;9106003;3ST-4-1-94;3ST-4-1-94;SUKARI PRIMERO;EAAU;224052970;31;>25m;false ;
ESP;24465 ESP;9098830;3HU-3-12-99;3HU-3-12-99;VIDAL BOCANEGRA CUARTO;EAXF;224054000;32.53;>25m;false ;
ESP;25246 ESP;8731875;3VI-5-3-02;3VI-5-3-02;SIEMPRE ANTARES;EBYX;224055240;33;>25m;false ;
ESP;25274 ESP;9256781;3TA-3-2-02;3TA-3-2-02;NUEVO ELORZ;EABQ;224055440;43.41;>25m;false ;
ESP;25275 ESP;9256779;3TA-3-3-02;3TA-3-3-02;NUEVO PANCHILLETA;EARY;224055450;43.45;>25m;false ;
ESP;25288 ESP;8740034;3VILL-1-4-01;3VILL-1-4-01;SANPER;EBZE;224056130;25;>25m;false ;
ESP;25320 ESP;8740022;3SS-1-5-01;3SS-1-5-01;SAN ANTONIO BERRIA;EBXO;224056170;34.8;>25m;false ;
ESP;25315 ESP;9248863;3SS-3-1-02;3SS-3-1-02;AGUSTIN DEUNA;EBYD;224056190;36.2;>25m;false ;
ESP;25060 ESP;9242027;3CO-2-5-01;3CO-2-5-01;NOVO ALBORADA;EBUO;224057000;38.5;>25m;false ;
ESP;23882 ESP;8737556;3BI-2-1-98;3BI-2-1-98;IZURDIA MAITEA;EA3414;224057830;27;>25m;false ;
ESP;25520 ESP;8795974;3CP-1-1-01;3CP-1-1-01;PARE XIMO;EA5921;224059740;26.22;>25m;false ;
ESP;25321 ESP;8739853;3SS-3-2-01;3SS-3-2-01;BETI AINGERU;EBXB;224059860;33.28;>25m;false ;
ESP;25089 ESP;9276121;3HU-3-9-01;3HU-3-9-01;SAN JORGE R;EBWX;224060000;32.53;>25m;false ;
ESP;25233 ESP;9255309;3SS-3-1-01;3SS-3-1-01;KAXIMIRONA;EBXQ;224060680;33.5;>25m;false ;
ESP;25310 ESP;8744858;3SS-1-1-02;3SS-1-1-02;BERRIZ AVE MARIA;EBYM;224061430;35.6;>25m;false ;
ESP;25229 ESP;9099743;3SS-3-4-01;3SS-3-4-01;BETI PIEDAD;EBXK;224063680;36;>25m;false ;
ESP;23302 ESP;9150559;3VI-5-6-96;3VI-5-6-96;PEDRO XIBANO;EA2540;224063790;28;>25m;false ;
ESP;25388 ESP;8685167;3ST-3-5-01;3ST-3-5-01;NUEVO LIBERTAD;EA5808;224063940;26;>25m;false ;
ESP;25325 ESP;8739982;3ST-4-5-01;3ST-4-5-01;AITANA DEL MAR;EBWK;224064850;27.19;>25m;false ;
ESP;24668 ESP;8959312;3VI-5-8-00;3VI-5-8-00;ANA ISABEL;EASJ;224065000;28;>25m;false ;
ESP;25232 ESP;9248887;3SS-1-3-01;3SS-1-3-01;ARRANTZALE;EBVT;224065290;32;>25m;false ;
ESP;25463 ESP;8734865;3TA-1-6-01;3TA-1-6-01;GEPUS;EBZF;224066140;38;>25m;false ;
ESP;25357 ESP;8746129;3BA-2-1-02;3BA-2-1-02;L'OSTIA;EAWQ;224066460;25.04;>25m;false ;
ESP;23816 ESP;9194220;3VI-7-6-98;3VI-7-6-98;FUTRE;EA3316;224066580;26.4;>25m;false ;
ESP;21705 ESP;8911401;3GI-4-2194;3GI-4-2194;VILLASELAN;EA3372;224067130;27;>25m;false ;
ESP;23996 ESP;9192791;3VI-2-2-98;3VI-2-2-98;RIA DE MARIN;EASD;224067670;27.9;>25m;false ;
ESP;25081 ESP;8733330;3VI-5-20-00;3VI-5-20-00;BRUEIRO;EBRN;224068000;32;>25m;false ;
ESP;25395 ESP;8733574;3GC-1-4-02;3GC-1-4-02;GOBER CUARTO;ECAE;224068180;29;>25m;false ;
ESP;25497 ESP;8538510;3CP-2-4-02;3CP-2-4-02;SABRIMAR;EA6087;224068560;25.1;>25m;false ;
ESP;21542 ESP;8900907;3SS-1-2445;3SS-1-2445;EL TIMPLE;EA4299;224068980;28;>25m;false ;
ESP;25384 ESP;9265275;3FE-2-2-02;3FE-2-2-02;BRIEIRO;EBZB;224069130;33;>25m;false ;
ESP;23784 ESP;9098880;3HU-3-5-98;3HU-3-5-98;JAIME R;EARK;224069140;32.53;>25m;false ;
ESP;25231 ESP;9248875;3SS-1-4-01;3SS-1-4-01;TUKU TUKU;EBXE;224069850;32;>25m;false ;
ESP;24051 ESP;9198824;3VI-5-14-98;3VI-5-14-98;NOVO MORRIÑA;EAUJ;224069930;32.7;>25m;false ;
ESP;25406 ESP;9266736;3VI-5-7-02;3VI-5-7-02;SIEMPRE PERLA;EBZI;224069960;28;>25m;false ;
ESP;24678 ESP;9212943;3SS-1-7-99;3SS-1-7-99;AITA FRAXKU;EACD;224070000;38.3;>25m;false ;
ESP;22870 ESP;9055785;3BA-6-3-92;3BA-6-3-92;TONI-LI SEGUNDO;EA6325;224070230;25.06;>25m;false ;
ESP;26346 ESP;9338357;3LU-2-2-05;3LU-2-2-05;VIRXEN DA BLANCA;EBVQ;224071000;29;>25m;false ;
ESP;25484 ESP;9264829;3CO-2-2-01;3CO-2-2-01;VIRGEN DEL FARO;ECAV;224071740;30.5;>25m;false ;
ESP;23918 ESP;8735821;3GI-6-1-97;3GI-6-1-97;LUSCINDA;EAQP;224071750;27.5;>25m;false ;
ESP;25466 ESP;8797697;3TA-1-6-02;3TA-1-6-02;VICENT GRAS;EA6320;224072230;25.03;>25m;false ;
ESP;25483 ESP;8799310;3AT-5-1-03;3AT-5-1-03;PEPE LASAL UNO;EA6438;224072680;26.2;>25m;false ;
ESP;23061 ESP;8734750;3BI-4-1-95;3BI-4-1-95;GAZTELUGATXE;EABD;224073390;26;>25m;false ;
ESP;23830 ESP;9193343;3ST-3-2-98;3ST-3-2-98;NUEVO HORIZONTE ABIERTO;EAQZ;224073460;30;>25m;false ;
ESP;25538 ESP;8799035;3BA-1-2-02;3BA-1-2-02;LA GELTRU;EA6491;224073560;25;>25m;false ;
ESP;12721 ESP;8799748;3GC-3-1887;3GC-3-1887;CIMA DE ORO;EEIW;224074180;27.65;>25m;false ;
ESP;24141 ESP;8739592;3ST-2-1-99;3ST-2-1-99;NUEVO TERREÑO;EALN;224074650;25.75;>25m;false ;
ESP;25568 ESP;9275282;3SS-1-3-02;3SS-1-3-02;BERRIZ KUKUARRI;ECBW;224074890;32;>25m;false ;
ESP;24761 ESP;8959324;3VI-5-9-00;3VI-5-9-00;POMBO CINCO;EAYL;224075000;30.7;>25m;false ;
ESP;24178 ESP;9181950;3SS-3-4-98;3SS-3-4-98;SANTA LUZIA HIRU;EAUX;224075180;31.2;>25m;false ;
ESP;24179 ESP;9181948;3SS-3-3-98;3SS-3-3-98;SAN PRUDENTZIO BERRIA;EAUY;224075190;36;>25m;false ;
ESP;22957 ESP;9105736;3CO-2-1-95;3CO-2-1-95;CANDORCA;EAAP;224075470;30;>25m;false ;
ESP;25526 ESP;9266748;3VI-5-10-02;3VI-5-10-02;ALEMAR PRIMERO;ECBE;224076000;31;>25m;false ;
ESP;23803 ESP;9193379;3ST-2-6-97;3ST-2-6-97;NUEVO PANELO VILLA;EAQS;224076190;30;>25m;false ;
ESP;21786 ESP;8798433;3SS-1-2449;3SS-1-2449;BIDASOA;EGZZ;224076630;33;>25m;false ;
ESP;26356 ESP;9304863;3GC-1-3-04;3GC-1-3-04;FOLIAS;EAXS;224079000;53.85;>25m;false ;
ESP;24193 ESP;2858891;3ST-6-2-99;3ST-6-2-99;SIEMPRE SANTA MARIA;EA4022;224079240;26.64;>25m;false ;
ESP;25540 ESP;9280237;3SS-1-1-03;3SS-1-1-03;TXINGUDI;ECCF;224079440;31.6;>25m;false ;
ESP;25438 ESP;8746131;3BA-6-6-02;3BA-6-6-02;NOU ESTEVE;ECAY;224080940;26.53;>25m;false ;
ESP;25579 ESP;9313321;3VILL-1-5-01;3VILL-1-5-01;MARIA DOS ANXOS;ECCL;224081150;30;>25m;false ;
ESP;24172 ESP;9209154;3BI-2-1-99;3BI-2-1-99;BERRIZ ALBONIGAMAYOR;EA3954;224081180;26.5;>25m;false ;
ESP;21624 ESP;8903600;3FE-4-3068;3FE-4-3068;NUEVO SALMON;EHDG;224081690;28.08;>25m;false ;
ESP;23019 ESP;2812457;3BI-2-2-95;3BI-2-2-95;ALMIKEKO AMA;EA7862;224081790;25.35;>25m;false ;
ESP;24356 ESP;8739504;3BI-2-5-99;3BI-2-5-99;GURE FATIMA;EAWO;224081840;28.1;>25m;false ;
ESP;26326 ESP;8799061;3GC-1-4-04;3GC-1-4-04;EL MACIZO;EA7824;224082580;26;>25m;false ;
ESP;25570 ESP;9282663;3VILL-1-6-01;3VILL-1-6-01;PLAYA DE AGUIÑO;ECAG;224083350;29;>25m;false ;
ESP;23137 ESP;8894495;3VI-5-6-95;3VI-5-6-95;DADIMAR;EA4226;224083590;28;>25m;false ;
ESP;25602 ESP;8747484;3AL-2-2-03;3AL-2-2-03;NUEVO RUMBO;ECCM;224084640;33.45;>25m;false ;
ESP;27794 ESP;9829306;3VILL-1-4-17;3VILL-1-4-17;COSTA AZUL DOS;EAVJ;224085000;40.8;>25m;false ;
ESP;24228 ESP;9208916;3VI-5-6-99;3VI-5-6-99;MIRANDO O MAR;EA4019;224085120;27;>25m;false ;
ESP;23037 ESP;2826666;3ST-4-3-95;3ST-4-3-95;GAMECHO;EA8948;224085250;31.64;>25m;false ;
ESP;25616 ESP;9287534;3SS-3-2-03;3SS-3-2-03;MATER BI;ECCH;224085260;37;>25m;false ;
ESP;25627 ESP;8739097;3BA-2-4-02;3BA-2-4-02;MAIRETA CUARTA;EBUP;224085930;27;>25m;false ;
ESP;25836 ESP;9306615;3VI-2-4-03;3VI-2-4-03;FUENTE DE MACENLLE;ECEK;224086000;32.6;>25m;false ;
ESP;24266 ESP;9209166;3GI-6-2-99;3GI-6-2-99;NUEVO VIRGEN PODEROSA;EA3994;224086130;28;>25m;false ;
ESP;22590 ESP;9067324;3CO-4-2-93;3CO-4-2-93;COSTA DA BARCA;EAJU;224086550;27.5;>25m;false ;
ESP;25956 ESP;8747525;3AT-5-2-03;3AT-5-2-03;EL CUCHARON;ECAX;224086640;26.11;>25m;false ;
ESP;25608 ESP;9279991;3SS-3-1-03;3SS-3-1-03;AZKOITIA;ECBT;224086780;33;>25m;false ;
ESP;25604 ESP;8744016;3SS-3-2-02;3SS-3-2-02;IZASKUN BERRIA;ECBA;224086790;36;>25m;false ;
ESP;25885 ESP;9292424;3HU-3-12-03;3HU-3-12-03;TORREDELORO R;EAKA;224087000;33.53;>25m;false ;
ESP;25777 ESP;8797738;3TA-3-5-02;3TA-3-5-02;MARINA FLAIRA;EA6155;224087340;25;>25m;false ;
ESP;23062 ESP;8734748;3BI-4-3-95;3BI-4-3-95;AKETXE;EALG;224087530;26;>25m;false ;
ESP;25606 ESP;9294898;3SS-1-2-03;3SS-1-2-03;ATTONA DOMINGO;ECCZ;224087790;33.33;>25m;false ;
ESP;25923 ESP;9281308;3CA-3-9-03;3CA-3-9-03;ALBATUN DOS;ECEM;224088000;116;>25m;false ;
ESP;23296 ESP;2813592;3ST-2-3-96;3ST-2-3-96;BRAULIN;EA2761;224088740;27.88;>25m;false ;
ESP;24677 ESP;9212955;3SS-1-8-99;3SS-1-8-99;KERMANTXO;EAXI;224089000;38.3;>25m;false ;
ESP;23344 ESP;9144603;3VI-2-5-96;3VI-2-5-96;GONZACOVE DOS;EANG;224091680;27;>25m;false ;
ESP;25665 ESP;8743713;3VILL-1-01-03;3VILL-1-01-03;AFANUDA SEGUNDO;ECDB;224092730;26.04;>25m;false ;
ESP;23718 ESP;8735807;3CP-2-4-97;3CP-2-4-97;JAUME PRIMER;EA3113;224094320;25.2;>25m;false ;
ESP;25740 ESP;8747587;3PM-1-2-02;3PM-1-2-02;CAP SALINES;ECDX;224094480;25;>25m;false ;
ESP;21768 ESP;9007245;3VI-7-3557;3VI-7-3557;SUSO;EHBT;224094520;26.3;>25m;false ;
ESP;15313 ESP;8614431;3VILL-1-4707;3VILL-1-4707;PICO SACRO;EEAI;224095140;26.5;>25m;false ;
ESP;24433 ESP;9210971;3ST-4-2-99;3ST-4-2-99;ASTISOL;EAWG;224096160;27.6;>25m;false ;
ESP;24515 ESP;8739516;3BI-2-6-99;3BI-2-6-99;ALMIRANTE BERRIA;EA4240;224096770;26.5;>25m;false ;
ESP;25826 ESP;8789107;3MA-5-3-03;3MA-5-3-03;NUEVO MAGU;EA6603;224096930;25.05;>25m;false ;
ESP;23017 ESP;8734944;3BA-6-3-94;3BA-6-3-94;COSTA MEDITERRANIA;EA7559;224096950;25.04;>25m;false ;
ESP;25833 ESP;8799073;3BA-3-2-03;3BA-3-2-03;BONAMAR DOS;EA5264;224097340;25;>25m;false ;
ESP;23116 ESP;8894512;3VI-5-16-95;3VI-5-16-95;NABOEIRO;EA8968;224098250;28;>25m;false ;
ESP;23171 ESP;9153264;3VI-5-2-96;3VI-5-2-96;NUEVO ZUMAYA;EA2418;224098420;28;>25m;false ;
ESP;26896 ESP;8795819;3BA-2-2-06;3BA-2-2-06;NUS;EA9198;224098880;25.37;>25m;false ;
ESP;25891 ESP;9297450;3SS-1-7-03;3SS-1-7-03;BERRIZ SAN FRANCISCO;EAID;224098930;35.6;>25m;false ;
ESP;125 ESP;8799762;3BI-2-2739;3BI-2-2739;IZAR ALDE;EHND;224099320;34.2;>25m;false ;
ESP;25848 ESP;8746167;3CP-2-6-03;3CP-2-6-03;JAUME;EAFN;224099440;26.05;>25m;false ;
ESP;15483 ESP;8716394;3VI-7-3549;3VI-7-3549;SEGUNDO RIBEL;EDQD;224099450;28.6;>25m;false ;
ESP;23125 ESP;8894524;3VI-5-15-95;3VI-5-15-95;MONXO SEGUNDO;EA9792;224099470;28;>25m;false ;
ESP;25863 ESP;9319791;3LU-2-4-03;3LU-2-4-03;PLAIA DE RUETA;EAAA;224100180;31;>25m;false ;
ESP;25859 ESP;9307970;3CT-1-3-03;3CT-1-3-03;ZAMORA II;EAMU;224100530;25.5;>25m;false ;
ESP;23552 ESP;9151670;3BI-2-3-97;3BI-2-3-97;SIEMPRE LANDERA;EA3076;224100920;28.41;>25m;false ;
ESP;23168 ESP;9143283;3ST-4-1-96;3ST-4-1-96;NUEVO CREADOR;EAME;224101860;27.55;>25m;false ;
ESP;25883 ESP;8733354;3VI-7-9-03;3VI-7-9-03;LOUCENZAS;EATU;224101940;28.45;>25m;false ;
ESP;25873 ESP;8734841;3VI-7-11-03;3VI-7-11-03;MARGUEL;ECFB;224101950;32.1;>25m;false ;
ESP;24545 ESP;9223863;3ST-3-1-00;3ST-3-1-00;CREADOR;EAYI;224102000;28.37;>25m;false ;
ESP;25857 ESP;8784602;3VILL-1-4-03;3VILL-1-4-03;O POCHE;EA5726;224102530;25;>25m;false ;
ESP;4999 ESP;2859132;3TA-3-2700;3TA-3-2700;SINERA;EA2648;224102680;28;>25m;false ;
ESP;25900 ESP;9286724;3BI-2-1-03;3BI-2-1-03;TXORI ARGI;ECEQ;224103000;106.5;>25m;false ;
ESP;23251 ESP;8735302;3ST-3-1-96;3ST-3-1-96;SIEMPRE PECO;EA2630;224103220;27;>25m;false ;
ESP;23798 ESP;8733653;3ST-6-1-97;3ST-6-1-97;MARCELINA LECUE;EAPY;224103760;29.85;>25m;false ;
ESP;22078 ESP;9031131;3FE-2-3007;3FE-2-3007;RAUL PRIMERO;EADZ;224103970;33.5;>25m;false ;
ESP;7034 ESP;2839388;3TA-3-2692;3TA-3-2692;MANDORRI;EA5884;224104240;28;>25m;false ;
ESP;25869 ESP;8731801;3ST-2-1-04;3ST-2-1-04;NUESTRO PADRE TONINO;EBTQ;224104450;31;>25m;false ;
ESP;23225 ESP;9150547;3ST-2-2-96;3ST-2-2-96;PADRE JOAQUIN;EAMW;224104820;32.5;>25m;false ;
ESP;23089 ESP;9133939;3BI-2-4-95;3BI-2-4-95;OSKARBI;EA9875;224104960;27.55;>25m;false ;
ESP;26597 ESP;9097173;3BI-4-2-05;3BI-4-2-05;ANTIUKO AMA;ECJS;224105000;38.5;>25m;false ;
ESP;22209 ESP;2806070;3FE-1-1916;3FE-1-1916;AGARIMO DOUS;EA2933;224105580;25;>25m;false ;
ESP;23179 ESP;2865090;3VILL-1-6-95;3VILL-1-6-95;XUREL UNO;EA2300;224105890;25.7;>25m;false ;
ESP;24033 ESP;9194191;3GC-1-6-98;3GC-1-6-98;CURBEIRO;EACV;224106000;32;>25m;false ;
ESP;7999 ESP;2863664;3TA-3-2721;3TA-3-2721;VERGE DEL VILAR;EA6459;224106240;26.9;>25m;false ;
ESP;25888 ESP;9099640;3SS-3-4-03;3SS-3-4-03;BERRIZ PATXIKU;ECES;224106260;30.4;>25m;false ;
ESP;23205 ESP;2813827;3ST-4-3-96;3ST-4-3-96;BRISAS DOS;EA2409;224106940;26.64;>25m;false ;
ESP;25918 ESP;8746179;3BA-6-1-03;3BA-6-1-03;MEDAN;EBZO;224107960;25.05;>25m;false ;
ESP;25379 ESP;8744030;3GC-1-3-02;3GC-1-3-02;CUPLE;EBZG;224110000;25.25;>25m;false ;
ESP;25924 ESP;9264831;3CO-2-7-02;3CO-2-7-02;VIRGEN SEGUNDA;EALO;224111190;31.3;>25m;false ;
ESP;26032 ESP;8747537;3AT-4-2-04;3AT-4-2-04;FELIX Y ANGELA;ECFW;224113660;25;>25m;false ;
ESP;26055 ESP;8525549;3HU-2-4-04;3HU-2-4-04;SEGUNDO ANTONIO JUANA;EA7142;224113850;25.4;>25m;false ;
ESP;25996 ESP;9317614;3SS-1-6-03;3SS-1-6-03;SAN FERMIN BERRIA;EBVW;224114650;33.3;>25m;false ;
ESP;22649 ESP;8684565;3GI-4-4-93;3GI-4-4-93;PACHILAN;EA9585;224114750;27;>25m;false ;
ESP;23174 ESP;9150573;3VI-5-4-96;3VI-5-4-96;GEDI;EA2481;224115880;28;>25m;false ;
ESP;22656 ESP;8684553;3FE-2-3-93;3FE-2-3-93;PUNTA DO CASTRO;EA2349;224116380;25.7;>25m;false ;
ESP;27797 ESP;9832884;3VI-5-3-17;3VI-5-3-17;SOCYO;EANN;224118000;40.08;>25m;false ;
ESP;25209 ESP;9249544;3VI-5-8-01;3VI-5-8-01;PESCA LANDA;EBRX;224120000;26.9;>25m;false ;
ESP;26063 ESP;9099755;3GI-6-3-03;3GI-6-3-03;TRAVESAU;ECEX;224121650;28.5;>25m;false ;
ESP;25644 ESP;9297644;3CO-2-2-03;3CO-2-2-03;MAR ARAL;EAQJ;224122000;44.45;>25m;false ;
ESP;20876 ESP;2832005;3TA-3-2778;3TA-3-2778;PUIG NAULOS;EA5883;224123490;26.9;>25m;false ;
ESP;26018 ESP;8731863;3FE-1-1-01;3FE-1-1-01;SAIÑAS;ECGN;224123720;30.9;>25m;false ;
ESP;23297 ESP;9144598;3VI-2-4-96;3VI-2-4-96;GONZACOVE UNO;EAIS;224123730;27;>25m;false ;
ESP;26023 ESP;9098907;3CO-2-2-04;3CO-2-2-04;VISPON;ECGO;224125140;31.4;>25m;false ;
ESP;6061 ESP;7393846;3TA-3-2621;3TA-3-2621;ELI HERMI II;EGLX;224126630;26.9;>25m;false ;
