id;mmsi;ship_name;length;length_class;country_iso3;type;imo;cfr;ircs;external_marking;tracking_activated;tracking_status;check;details;width
GRC000024693;237302000;ΚΑΠΕΤΑΝ ΣΑΡΑΝΤΗΣ;27.37;25-40 m;GRC;Bottom trawler;8696568;GRC000024693;SV8730;ΝΠ28;TRUE;active;fleet register;NA;
GRC000021990;237155000;ΜΑΡΑΚΙ;28.3;25-40 m;GRC;Bottom trawler;8697380;GRC000021990;SW6336;ΝΚ310;TRUE;active;fleet register;NA;
GRC000002503;237046000;ΜΑΡΙΑ;27.25;25-40 m;GRC;Bottom trawler;8696960;GRC000002503;SW2157;ΝΠ9608;TRUE;active;fleet register;NA;
GRC000560533;240338000;ΜΑΡΙΟΣ Α;33.5;25-40 m;GRC;Bottom trawler;8788050;GRC000560533;SY5892;ΝΚ329;TRUE;active;fleet register;NA;
GRC000003161;240430000;ΜΠΑΡΜΠΑΝΙΚΟΛΑΣ;34;25-40 m;GRC;Bottom trawler;8690564;GRC000003161;SY6744;ΝΠ9237;TRUE;active;fleet register;NA;
GRC000032039;237698000;ΝΑΥΤΙΛΟΣ;28.63;25-40 m;GRC;Bottom trawler;9034535;GRC000032039;SV9025;ΝΧ154;TRUE;active;fleet register;NA;
GRC000002528;239383000;ΠΑΝΑΓΙΑ ΓΡΙΔΙΩΤΙΣΣΑ Ι;28.3;25-40 m;GRC;Bottom trawler;8811443;GRC000002528;SW5942;ΝΠ5076;TRUE;active;fleet register;NA;
GRC000015753;237382000;ΠΕΤΡΟΣ ΜΑΡΙΑ;26.3;25-40 m;GRC;Bottom trawler;8697005;GRC000015753;SW7127;ΝΚ9;TRUE;active;fleet register;NA;
BGR001010440;207829280;ИРИНА;25;25-40 m;BGR;Other;8532669;BGR001010440;LZH2928;ВН 440;TRUE;active;fleet register;NA;
BGR002010280;207427000;КИРИЛ 45;25.13;25-40 m;BGR;Pelagic trawler;8534801;BGR002010280;LZUS;БС280;TRUE;active;fleet register;NA;
BGR002010288;207428000;МЕДУЗА 3;25.45;25-40 m;BGR;Pelagic trawler;8656594;BGR002010288;LZUT;БС288;TRUE;active;fleet register;NA;
BGR002030258;207425000;Р/К 40;25.5;25-40 m;BGR;Pelagic trawler;8837796;BGR002030258;LZTP;БС258;TRUE;active;fleet register;NA;
BGR002010219;207420000;РК 26;25.5;25-40 m;BGR;Pelagic trawler;8966248;BGR002010219;LZTN;БС219;TRUE;active;fleet register;NA;
BGR002000102;207421000;РК 27;25.5;25-40 m;BGR;Pelagic trawler;8966250;BGR002000102;LZTO;БС290;TRUE;active;fleet register;NA;
BGR002010221;207422000;РК 28;25.5;25-40 m;BGR;Pelagic trawler;8966262;BGR002010221;LZUU;БС221;TRUE;active;fleet register;NA;
BGR002010222;207822670;РК 29;25.5;25-40 m;BGR;Pelagic trawler;8744119;BGR002010222;LZH2267;БС222;TRUE;active;fleet register;NA;
BGR002010255;207424000;РК 37;25.5;25-40 m;BGR;Pelagic trawler;8837760;BGR002010255;LZUV;БС255;TRUE;active;fleet register;NA;
BGR002010259;207426000;РК 41;25.45;25-40 m;BGR;Pelagic trawler;8837801;BGR002010259;LZTQ;БС259;TRUE;active;fleet register;NA;
BGR001010422;207827320;ХАРАСИМОВ МЛАДШИ;27.2;25-40 m;BGR;Pelagic trawler;8533431;BGR001010422;LZH2732;ВН 422;TRUE;active;fleet register;NA;
PRT000016195;255915380;PEROLA DE SANTA CRUZ;30.17;25-40 m;PRT;Other;8880561;PRT000016195;CUTV;PTFNC-125677-C;TRUE;active;fleet register;NA;
PRT000018893;263442229;JORGE NOVO;26.26;25-40 m;PRT;Other;8797221;PRT000018893;CUBJ5;PTVDC-113684-C;TRUE;active;fleet register;NA;
PRT000019385;263442195;ARTUR E TERESA;32.8;25-40 m;PRT;Other;9010187;PRT000019385;CUMD;AN-217-C;TRUE;active;fleet register;NA;
PRT000019726;263442256;MAR PORTUGUÊS;27.51;25-40 m;PRT;Other;8602610;PRT000019726;CUHB9;PTPEN-117608-C;TRUE;active;fleet register;NA;
PRT000020622;263441998;NOVOMAR;28.2;25-40 m;PRT;Bottom trawler;9175389;PRT000020622;CUFB5;PTAVE-113976-C;TRUE;active;fleet register;NA;
PRT000021378;263442272;NADIR;29.3;25-40 m;PRT;Bottom trawler;7507708;PRT000021378;CUFO8;PTAVE-114319-C;TRUE;active;fleet register;NA;
SWE000010331;219030383;TOR-ÖN;49.99;40-60 m;DNK;Pelagic trawler;9840116;SWE000010331;OUJF;S204;TRUE;active;fleet register;NA;
DEU002140300;211101000;ROYAL FRYSK;45.54;40-60 m;DEU;Dredger;9284099;DEU002140300;DCZY;HOO70;TRUE;active;gfw;NA;
DEU002090300;211105000;ANNA;35.15;25-40 m;DEU;Dredger;8933576;DEU002090300;DQUQ;NOR214;TRUE;active;gfw;NA;
ESP000025135;224445000;PLAYA ZAHARA DOS;37.5;25-40 m;ESP;Other;9245976;ESP000025135;EBUA;3VI-5-2-20;TRUE;active;gfw;NA;
GBR000C15963;232031183;HENDRIKA JACOBA;24.99;15-25 m;GBR;Pelagic trawler;9877389;GBR000C15963;MIHQ9;GY127;TRUE;active;gfw;NA;
GRC000033337;237004000;ΜΑΡΙΑ Β;25.6;25-40 m;GRC;Bottom trawler;8811431;GRC000033337;SW5816;ΝΧ294;TRUE;active;gfw;NA;
GRC000027378;237029000;ΠΑΝΑΓΙΑ ΘΑΛΑΣΣΙΝΗ;29.25;25-40 m;GRC;Bottom trawler;8688913;GRC000027378;SX5703;ΝΑ114;TRUE;active;gfw;NA;
GRC000027370;237034000;ΝΙΚΟΣ;29;25-40 m;GRC;Bottom trawler;8688858;GRC000027370;SV5171;ΝΑ113;TRUE;active;gfw;NA;
GRC000027340;237041000;ΚΑΠΕΤΑΝ ΠΑΝΤΕΛΗΣ;28;25-40 m;GRC;Bottom trawler;8697079;GRC000027340;SV3672;ΝΚ253;TRUE;active;gfw;NA;
GRC000027183;237045000;ΓΙΑΝΝΗΣ ΚΟΥΤΣΟΥΡΗΣ;27.65;25-40 m;GRC;Bottom trawler;8790156;GRC000027183;SW3222;ΝΑ34;TRUE;active;gfw;NA;
GRC000022413;237127000;ΝΤΑΟΥΛΤΖΗΣ Γ;33.92;25-40 m;GRC;Bottom trawler;8694742;GRC000022413;SX8905;ΝΘ235;TRUE;active;gfw;NA;
GRC000022259;237131000;ΜΕΓΑΣ ΑΛΕΞΑΝΔΡΟΣ;32.8;25-40 m;GRC;Bottom trawler;8694730;GRC000022259;SX2404;ΝΘ1239;TRUE;active;gfw;NA;
GRC000022299;237132000;ΔΗΜΗΤΡΙΟΣ Κ;32.2;25-40 m;GRC;Bottom trawler;8694766;GRC000022299;SX5634;ΝΘ805;TRUE;active;gfw;NA;
GRC000022365;237142000;ΙΩΑΝΝΗΣ;30;25-40 m;GRC;Bottom trawler;8787173;GRC000022365;SW5195;ΝΘ861;TRUE;active;gfw;NA;
GRC000022258;237147000;Π.Γ.ΨΑΡΡΟΣ;28.6;25-40 m;GRC;Bottom trawler;8694637;GRC000022258;SX4552;ΝΜ27;TRUE;active;gfw;NA;
GRC000006664;237149000;ΑΓΙΟΣ ΛΑΥΡΕΝΤΙΟΣ;28.5;25-40 m;GRC;Bottom trawler;8697225;GRC000006664;SX4332;ΝΧ397;TRUE;active;gfw;NA;
GRC000006367;237161000;ΚΑΠΤΑΘΑΝΟΣ;27.8;25-40 m;GRC;Bottom trawler;8696647;GRC000006367;SW6198;ΝΧ431;TRUE;active;gfw;NA;
GRC000024710;237287000;ΚΩΝΣΤΑΝΤΙΝΟΣ;29.15;25-40 m;GRC;Bottom trawler;8694572;GRC000024710;SV9846;ΝΙ62;TRUE;active;gfw;NA;
GRC000025073;237291000;ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ;28.65;25-40 m;GRC;Bottom trawler;8694560;GRC000025073;SW3973;ΝΝ68;TRUE;active;gfw;NA;
GRC000024694;237292000;ΣΑΡΩΝΙΚΟΣ;28.2;25-40 m;GRC;Bottom trawler;8691312;GRC000024694;SW2731;ΝΠ10066;TRUE;active;gfw;NA;
GRC000026063;237341000;ΑΜΑΛΙΑ;25.34;25-40 m;GRC;Bottom trawler;8787769;GRC000026063;SV2798;ΝΚ271;TRUE;active;gfw;NA;
GRC000014505;237430000;ΣΙΔΗ;26.98;25-40 m;GRC;Bottom trawler;8694663;GRC000014505;SW5087;ΝΝ03;TRUE;active;gfw;NA;
GRC000013209;237441000;ΜΑΡΙΑ-ΚΩΝΣΤΑΝΤΙΝΟΣ;28;25-40 m;GRC;Bottom trawler;8612184;GRC000013209;SW4333;ΝΠ359;TRUE;active;gfw;NA;
GRC000003066;237457000;ΑΛΕΞΑΝΔΡΟΣ;31;25-40 m;GRC;Bottom trawler;8694754;GRC000003066;SX8165;ΝΚ366;TRUE;active;gfw;NA;
GRC000042755;237468000;ΑΣΤΕΡΙ;29;25-40 m;GRC;Bottom trawler;8690538;GRC000042755;SX6076;ΝΠ6827;TRUE;active;gfw;NA;
GRC000002733;237470000;ΚΩΝΣΤΑΝΤΙΝΟΣ;28.95;25-40 m;GRC;Bottom trawler;8690526;GRC000002733;SX2094;ΝΠ6009;TRUE;active;gfw;NA;
GRC000002765;237478000;ΣΤΑΥΡΟΣ;28.75;25-40 m;GRC;Bottom trawler;8696661;GRC000002765;SX2758;ΝΜ379;TRUE;active;gfw;NA;
GRC000002656;237482000;ΠΑΝΤΟΚΡΑΤΩΡ;28.7;25-40 m;GRC;Bottom trawler;8699742;GRC000002656;SW8410;ΝΧ306;TRUE;active;gfw;NA;
GRC000002828;237516000;ΠΑΝΤΟΚΡΑΤΩΡ;26.7;25-40 m;GRC;Bottom trawler;8689527;GRC000002828;SX3826;ΝΘ1370;TRUE;active;gfw;NA;
GRC000000482;237517000;ΑΡΓΟΚΟΙΛΙΩΤΙΣΣΑ;26.6;25-40 m;GRC;Bottom trawler;8327519;GRC000000482;SV7346;ΝΠ2943;TRUE;active;gfw;NA;
GRC000001346;237519000;ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΙΙ;26.5;25-40 m;GRC;Bottom trawler;8704200;GRC000001346;SV4996;ΝΧ268;TRUE;active;gfw;NA;
GRC000002774;237538000;ΑΝΤΩΝΙΟΣ;29;25-40 m;GRC;Bottom trawler;8788672;GRC000002774;SW5481;ΝΑΝ75;TRUE;active;gfw;NA;
GRC000006424;237644000;ΠΛΑΤΑΜΩΝ;27.77;25-40 m;GRC;Bottom trawler;8695071;GRC000006424;SW7972;ΝΠ11349;TRUE;active;gfw;NA;
GRC000005794;237654000;ΚΗΡΥΚΑΣ;27.27;25-40 m;GRC;Bottom trawler;8694558;GRC000005794;SV8652;ΝΧ293;TRUE;active;gfw;NA;
GRC000032026;237699000;ΑΦΟΒΟΣ ΙΙ;28;25-40 m;GRC;Bottom trawler;8708567;GRC000032026;SV3346;ΝΝ52;TRUE;active;gfw;NA;
GRC000028157;237870000;ΠΕΤΡΟΣ Κ;28.6;25-40 m;GRC;Bottom trawler;8787795;GRC000028157;SX5665;ΝΛ11;TRUE;active;gfw;NA;
GRC000021192;237876000;ΣΤΥΛΙΑΝΗ;28.3;25-40 m;GRC;Bottom trawler;8699730;GRC000021192;SV5345;ΝΚ229;TRUE;active;gfw;NA;
GRC000022474;237880000;ΜΙΧΑΛΗΣ Τ;30;25-40 m;GRC;Bottom trawler;8787068;GRC000022474;SY3195;ΝΘ961;TRUE;active;gfw;NA;
GRC000022430;237881000;ΜΑΚΕΔΝΟΣ;34.4;25-40 m;GRC;Bottom trawler;8694704;GRC000022430;SY2039;ΝΘ938;TRUE;active;gfw;NA;
GRC000022435;237885000;ΠΑΝΑΓΙΑ Π;28.15;25-40 m;GRC;Bottom trawler;8690382;GRC000022435;SY2054;ΝΘ923;TRUE;active;gfw;NA;
GRC000006626;237914000;ΓΕΡΑΣΙΜΟΣ Δ;25.55;25-40 m;GRC;Bottom trawler;8693102;GRC000006626;SX6841;ΝΠ507;TRUE;active;gfw;NA;
GRC000033386;237958000;ΑΓΙΟΣ ΡΑΦΑΗΛ;25.3;25-40 m;GRC;Purse seiner;8789365;GRC000033386;SV4242;ΝΠ13214;TRUE;active;gfw;NA;
HRV000002398;238316240;MAUROS;25.65;25-40 m;HRV;Purse seiner;9043237;HRV000002398;9A5581;PU R 97;TRUE;active;gfw;NA;
HRV000001031;238411040;MAUROS JEDAN;25.65;25-40 m;HRV;Purse seiner;9043225;HRV000001031;9A5582;PU R 96;TRUE;active;gfw;NA;
HRV000001627;238654610;BRILJANT 1;32.28;25-40 m;HRV;Purse seiner;6712162;HRV000001627;9A6938;ST R 15656;TRUE;active;gfw;NA;
HRV000000296;238914540;ŽDRILO 1;25.35;25-40 m;HRV;Purse seiner;8927101;HRV000000296;9A9646;RK R 150;TRUE;active;gfw;NA;
HRV000015065;238934240;DINIVA;25.4;25-40 m;HRV;Bottom trawler;8657196;HRV000015065;9AA6757;ST R 303;TRUE;active;gfw;NA;
HRV000000421;238990110;GIRA 1;28.5;25-40 m;HRV;Purse seiner;8773378;HRV000000421;9A8515;PU R 273;TRUE;active;gfw;NA;
GRC000003080;239750000;ΜΑΡΙΑ Α;36.3;25-40 m;GRC;Bottom trawler;8989501;GRC000003080;SX8597;ΝΠ10788;TRUE;active;gfw;NA;
GRC000003121;240010000;ΝΑΞΟΣ;33.75;25-40 m;GRC;Bottom trawler;8785632;GRC000003121;SV2762;ΝΠ8115;TRUE;active;gfw;NA;
GRC000022486;240020000;ΚΑΠΕΤΑΝ ΚΩΣΤΑΣ;30.4;25-40 m;GRC;Bottom trawler;8783103;GRC000022486;SY3522;ΝΘ969;TRUE;active;gfw;NA;
GRC000022490;240021000;ΑΓΙΟΣ ΑΝΔΡΕΑΣ;30.2;25-40 m;GRC;Bottom trawler;8787616;GRC000022490;SY3521;ΝΘ957;TRUE;active;gfw;NA;
GRC000022489;240030000;ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ;27.75;25-40 m;GRC;Purse seiner;8788294;GRC000022489;SY3553;ΝΘ956;TRUE;active;gfw;NA;
GRC000022216;240096000;ΚΩΝΣΤΑΝΤΙΝΟΣ;27.68;25-40 m;GRC;Bottom trawler;8687921;GRC000022216;SX3541;ΝΠ7804;TRUE;active;gfw;NA;
GRC000022438;240104000;ΔΗΜΗΤΡΙΟΣ;28.6;25-40 m;GRC;Bottom trawler;8694778;GRC000022438;SY2079;ΝΘ952;TRUE;active;gfw;NA;
GRC000533558;240105000;ΑΡΓΩ;32.95;25-40 m;GRC;Bottom trawler;8694716;GRC000533558;SY3239;ΝΘ978;TRUE;active;gfw;NA;
GRC000022506;240112000;ΠΑΝΑΓΙΩΤΗΣ;34.5;25-40 m;GRC;Bottom trawler;8696659;GRC000022506;SY4450;ΝΜ380;TRUE;active;gfw;NA;
GRC000022512;240131000;ΚΑΠΕΤΑΝ ΚΟΣΜΑΣ;27.6;25-40 m;GRC;Bottom trawler;8694297;GRC000022512;SY4507;ΝΚ421;TRUE;active;gfw;NA;
GRC000032048;240137000;ΗΛΙΑΣ Ρ;27;25-40 m;GRC;Bottom trawler;8696972;GRC000032048;SX7927;ΝΧ185;TRUE;active;gfw;NA;
GRC000003135;240150000;ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ;34.4;25-40 m;GRC;Bottom trawler;8696958;GRC000003135;SY4563;ΝΠ8941;TRUE;active;gfw;NA;
GRC000041758;240153000;ΤΑΞΙΑΡΧΗΣ;34.5;25-40 m;GRC;Bottom trawler;8694986;GRC000041758;SY4575;ΝΧ254;TRUE;active;gfw;NA;
GRC000022517;240164000;ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ;28.6;25-40 m;GRC;Purse seiner;8788696;GRC000022517;SY4620;ΝΘ1013;TRUE;active;gfw;NA;
GRC000022716;240180400;ΑΡΓΩ ΙΙΙ;29.54;25-40 m;GRC;Bottom trawler;9884899;GRC000022716;SVA9418;ΝΘ1362;TRUE;active;gfw;NA;
GRC000027447;240259000;ΑΡΓΩ ΙΙ;31.54;25-40 m;GRC;Bottom trawler;8688975;GRC000027447;SY5614;ΝΘ1359;TRUE;active;gfw;NA;
GRC000038663;240280000;ΠΑΝΑΓΙΩΤΗΣ;28.4;25-40 m;GRC;Bottom trawler;8788476;GRC000038663;SY5675;ΝΝ46;TRUE;active;gfw;NA;
GRC000533594;240298000;ΑΠΟΣΤΟΛΟΣ;27.93;25-40 m;GRC;Purse seiner;8788608;GRC000533594;SY5741;ΝΝΜ08;TRUE;active;gfw;NA;
GRC000015830;240314000;ΑΓΙΟΣ ΝΕΚΤΑΡΙΟΣ;33.2;25-40 m;GRC;Bottom trawler;8694596;GRC000015830;SY5328;ΝΘ1020;TRUE;active;gfw;NA;
GRC000003154;240426000;ΜΑΡΙΑ;26.7;25-40 m;GRC;Bottom trawler;8532061;GRC000003154;SY5942;ΝΧ432;TRUE;active;gfw;NA;
GRC000533646;240686000;ΘΕΟΔΟΣΙΟΣ;28.4;25-40 m;GRC;Bottom trawler;8787159;GRC000533646;SV7262;ΝΘ1111;TRUE;active;gfw;NA;
GRC000399565;240819000;ΦΙΛΙΠΠΟΣ;26;25-40 m;GRC;Bottom trawler;8690708;GRC000399565;SY9930;ΝΒ737;TRUE;active;gfw;NA;
GRC000042867;241045000;ΑΠΟΣΤΟΛΟΣ;28.5;25-40 m;GRC;Bottom trawler;8696570;GRC000042867;SVA4311;ΝΣ358;TRUE;active;gfw;NA;
NLD192600022;244770256;PRIMAR;32.76;25-40 m;NLD;Dredger;8570910;NLD192600022;PC5960;YE-95;TRUE;active;gfw;NA;
IRL000I13032;250000213;RONA;40;40-60 m;IRL;Dredger;9327712;IRL000I13032;EITN;SO977A;TRUE;active;gfw;NA;
IRL000I13266;250000511;EMERALD GRATIA;49.07;40-60 m;IRL;Dredger;9342449;IRL000I13266;EI8357;WT231A;TRUE;active;gfw;NA;
DNK000011569;250000594;MIANDA;25.45;25-40 m;IRL;Bottom trawler;8802569;DNK000011569;EI8697;DA70;TRUE;active;gfw;NA;
NLD197500891;250000707;EBEN HAEZER;32.55;25-40 m;IRL;Dredger;7513587;NLD197500891;EI8943;WD188A;TRUE;active;gfw;NA;
BEL030471980;250000764;SATURNUS;27.55;25-40 m;IRL;Dredger;7902441;BEL030471980;EI8999;WD47;TRUE;active;gfw;NA;
GBR000C17339;250001603;WESTERN ADVENTURE II;32;25-40 m;IRL;Dredger;8136142;GBR000C17339;EIGD4;T87A;TRUE;active;gfw;NA;
IRL000I14077;250001769;OCEAN VENTURE II;27.36;25-40 m;IRL;Pelagic trawler;9515864;IRL000I14077;EIHL3;S121;TRUE;active;gfw;NA;
IRL000I14253;250002424;GENESIS II;53;40-60 m;IRL;Pelagic trawler;9317688;IRL000I14253;EILJ9;D602;TRUE;active;gfw;NA;
IRL000I14267;250002464;PAULA;62.6;60-80 m;IRL;Pelagic trawler;9605516;IRL000I14267;EILQ9;D165;TRUE;active;gfw;NA;
IRL000I14493;250003397;WESTERN VIKING;56.5;40-60 m;IRL;Pelagic trawler;9746085;IRL000I14493;EIQD6;SO718;TRUE;active;gfw;NA;
IRL000I14499;250003404;CARMAROSE;27.35;25-40 m;IRL;Pelagic trawler;9734238;IRL000I14499;EIQD7;SO555;TRUE;active;gfw;NA;
IRL000I14485;250003406;COLMCILLE;27.35;25-40 m;IRL;Pelagic trawler;9734226;IRL000I14485;EIQD8;G186;TRUE;active;gfw;NA;
IRL000I14486;250003407;WESTWARD ISLE;27.35;25-40 m;IRL;Pelagic trawler;9734240;IRL000I14486;EIQD9;G185;TRUE;active;gfw;NA;
IRL000I14625;250004765;AINE;56.5;40-60 m;IRL;Pelagic trawler;9794886;IRL000I14625;EISY8;SO734;TRUE;active;gfw;NA;
IRL000I15707;250005222;GIRL STEPHANIE;51.9;40-60 m;IRL;Pelagic trawler;9816799;IRL000I15707;EIUE3;G190;TRUE;active;gfw;NA;
IRL000I15699;250005223;WESTERN CHIEFTAIN;51.9;40-60 m;IRL;Pelagic trawler;9816787;IRL000I15699;EIUE4;SO237;TRUE;active;gfw;NA;
IRL000I15759;250005539;TEMPO;26.16;25-40 m;IRL;Bottom trawler;8732776;IRL000I15759;EIVE8;D349;TRUE;active;gfw;NA;
DEU500830113;250005655;EX MARE GRATIA;36;25-40 m;IRL;Dredger;8702094;DEU500830113;EIVR2;DA182A;TRUE;active;gfw;NA;
IRL000I15843;250005953;LEILA;64.65;60-80 m;IRL;Purse seiner;9873199;IRL000I15843;EIWV8;SO108;TRUE;active;gfw;NA;
IRL000I15805;250006079;MARY PAUL;26;25-40 m;IRL;Bottom trawler;9887580;IRL000I15805;EIXK2;D723;TRUE;active;gfw;NA;
IRL000I15824;250006112;ELLA;27.38;25-40 m;IRL;Bottom trawler;9888223;IRL000I15824;EIXN4;G233;TRUE;active;gfw;NA;
IRL000I15831;250006158;ANTARCTIC;62.6;60-80 m;IRL;Pelagic trawler;9885984;IRL000I15831;EIXS6;D97;TRUE;active;gfw;NA;
IRL000I15853;250006531;DILLON OWEN II;26.63;25-40 m;IRL;Bottom trawler;9924948;IRL000I15853;EIZI4;S720;TRUE;active;gfw;NA;
IRL000I15872;250013579;OCEAN CREST;27.37;25-40 m;IRL;Bottom trawler;9924950;IRL000I15872;EIA2035;S381;TRUE;active;gfw;NA;
IRL000I00875;250101700;SARAH DAVID;37.3;25-40 m;IRL;Bottom trawler;9285914;IRL000I00875;EI7212;S411;TRUE;active;gfw;NA;
IRL000I00853;250102600;OLGARRY;51.2;40-60 m;IRL;Pelagic trawler;9278193;IRL000I00853;EIDF;SO591;TRUE;active;gfw;NA;
IRL000I13019;250102700;PACELLI;51.2;40-60 m;IRL;Pelagic trawler;9294446;IRL000I13019;EIDG;D383;TRUE;active;gfw;NA;
IRL000I00876;250102800;RONAN ROSS;37.3;25-40 m;IRL;Other;9285926;IRL000I00876;EIBW;S412;TRUE;active;gfw;NA;
IRL000I01223;250106800;OILEAN AN OIR;27;25-40 m;IRL;Pelagic trawler;9297462;IRL000I01223;EI7573;G501;TRUE;active;gfw;NA;
NLD197800889;250107490;MARIA;33.92;25-40 m;IRL;Dredger;8136130;NLD197800889;EI6614;SO964A;TRUE;active;gfw;NA;
FRA000590122;250126460;DEVOTION;25.22;25-40 m;IRL;Pelagic trawler;8319811;FRA000590122;EI7060;DA59;TRUE;active;gfw;NA;
FIN000101242;250165000;MENHADEN;49.7;40-60 m;IRL;Pelagic trawler;9189330;FIN000101242;EIVT;S135;TRUE;active;gfw;NA;
IRL000I12143;250183000;ATLANTIC CHALLENGE;59;40-60 m;IRL;Pelagic trawler;9213442;IRL000I12143;EI5772;D642;TRUE;active;gfw;NA;
IRL000I11413;250190000;WESTERN ENDEAVOUR;71;60-80 m;IRL;Pelagic trawler;8610681;IRL000I11413;EIDN;D653;TRUE;active;gfw;NA;
IRL000I12507;250261000;FOYLE WARRIOR;25.08;25-40 m;IRL;Other;9211913;IRL000I12507;EI5952;SO274;TRUE;active;gfw;NA;
IRL000I12516;250262000;NORTHERN CELT;25.08;25-40 m;IRL;Bottom trawler;9211925;IRL000I12516;EI5953;SO472;TRUE;active;gfw;NA;
IRL000I12531;250269000;REALT ARA;26.5;25-40 m;IRL;Bottom trawler;8965414;IRL000I12531;EI5964;G897;TRUE;active;gfw;NA;
IRL000I00292;250350000;ENDURANCE;27.42;25-40 m;IRL;Bottom trawler;9210672;IRL000I00292;EI8285;DA31;TRUE;active;gfw;NA;
IRL000I12587;250369000;PEADAR ELAINE II;25.5;25-40 m;IRL;Bottom trawler;9213856;IRL000I12587;EI6109;D678;TRUE;active;gfw;NA;
IRL000I12566;250370000;HEATHER JANE II;25.5;25-40 m;IRL;Pelagic trawler;9213844;IRL000I12566;EI6110;D674;TRUE;active;gfw;NA;
NLD198100078;250392000;MARY J;36.05;25-40 m;IRL;Pelagic trawler;8022664;NLD198100078;EI6167;WD17;TRUE;active;gfw;NA;
SWE000007968;250429000;CARMONA;27.38;25-40 m;IRL;Pelagic trawler;9170303;SWE000007968;EI6206;S383;TRUE;active;gfw;NA;
NLD197402165;250489000;SALTEES QUEST;35;25-40 m;IRL;Bottom trawler;7367720;NLD197402165;EIVS;WD38;TRUE;active;gfw;NA;
IRL000I01397;250493000;NEPTUNE;48.6;40-60 m;IRL;Pelagic trawler;9278131;IRL000I01397;EIGN;SO715;TRUE;active;gfw;NA;
IRL000I01224;250510000;MARLIONA;32.5;25-40 m;IRL;Bottom trawler;9321342;IRL000I01224;EIND;SO975;TRUE;active;gfw;NA;
IRL000I01277;250512000;BRENDELEN;64.6;60-80 m;IRL;Pelagic trawler;9295880;IRL000I01277;EINR;SO709;TRUE;active;gfw;NA;
EST010101439;276152000;PIIRISAARE;25.4;25-40 m;EST;Bottom trawler;9100932;EST010101439;ESEE;EK-9520;TRUE;active;gfw;NA;
EST010126485;276174000;VEERE;25.5;25-40 m;EST;Pelagic trawler;8928193;EST010126485;ES2151;EK-9227;TRUE;active;gfw;NA;
EST010126477;276182000;RAMSI;25.5;25-40 m;EST;Bottom trawler;8725967;EST010126477;ES2047;EK-9248;TRUE;active;gfw;NA;
EST010101428;276187000;PRINGI;25.5;25-40 m;EST;Unknown;8730261;EST010101428;ESOD;EK-9240;TRUE;active;gfw;NA;
EST010101023;276276000;KASTNA;25.42;25-40 m;EST;Pelagic trawler;8870889;EST010101023;ES2135;EK-9233;TRUE;active;gfw;NA;
EST010101448;276326000;KAIRE;25.5;25-40 m;EST;Bottom trawler;8897447;EST010101448;ES2285;EK-9701;TRUE;active;gfw;NA;
EST000825464;276371000;HANNA;27.54;25-40 m;EST;Pelagic trawler;5295155;EST000825464;ES2356;EK-9723;TRUE;active;gfw;NA;
EST010101425;276377000;KURESSAARE;25.5;25-40 m;EST;Unknown;8722563;EST010101425;ES2187;EK-9221;TRUE;active;gfw;NA;
EST010101419;276381000;HERRY;32.2;25-40 m;EST;Pelagic trawler;7393042;EST010101419;ES2337;EK-9714;TRUE;active;gfw;NA;
EST060329003;276643000;ROSSVIK;26.9;25-40 m;EST;Pelagic trawler;8027212;EST060329003;ES2647;EK-0601;TRUE;active;gfw;NA;
EST100219003;276787000;VIRU;25.5;25-40 m;EST;Pelagic trawler;9596131;EST100219003;ESJP;EK-1001;TRUE;active;gfw;NA;
EST121128008;276806000;REVAL VIKING;61;60-80 m;EST;Bottom trawler;9211030;EST121128008;ESJW;EK-1202;TRUE;active;gfw;NA;
LTU000000046;276811000;RYTAS;25.5;25-40 m;EST;Pelagic trawler;8854213;LTU000000046;ESNC;EK-1301;TRUE;active;gfw;NA;
HRV000001505;735058781;FORTICA;33.28;25-40 m;HRV;Purse seiner;7919860;HRV000001505;9AA3072;;TRUE;active;gfw;NA;
DNK000003296;250002704;ANDERS NEES;26.27;25-40 m;IRL;Bottom trawler;8108626;DNK000003296;EINC6;S626;FALSE;wreck;gfw;NA;
IRL000I12440;250264000;DAWN ROSS;27.85;25-40 m;IRL;Pelagic trawler;9244453;IRL000I12440;EI5955;S346;FALSE;wreck;gfw;NA;
GBR000B11933;250002427;ARKH ANGELL;26.64;25-40 m;IRL;Bottom trawler;9009413;GBR000B11933;EILL3;DA33;FALSE;wreck;gfw;NA;
FRA000899846;227145800;MARIA MAGDALENA;29.16;25-40 m;FRA;Other;9257759;FRA000899846;FPGG;LR899846;TRUE;active;gfw;NA;
FRA000819572;228197000;ANNE ANTOINE 2;39.9;25-40 m;FRA;Purse seiner;9161326;FRA000819572;FKZL;ST819572;TRUE;active;gfw;NA;
FRA000899950;228231700;GLENAN;84.1;> 80 m;FRA;Purse seiner;9322669;FRA000899950;FMHD;CC899950;TRUE;active;gfw;NA;
