id;mmsi;ship_name;length;length_class;country_iso3;type;imo;cfr;ircs;external_marking;tracking_activated;tracking_status;check;details;width
ITA000026976;247149810;GIUSEPPE ALESSANDRO AIELLO;26.88;25-40 m;ITA;Bottom trawler;8692445;ITA000026976;IFEJ2;00MV01311;TRUE;active;fleet register;NA;
ITA000007889;247145250;GIUSEPPE GAIA;34.1;25-40 m;ITA;Bottom trawler;7720312;ITA000007889;ILQD;00MV00333M;TRUE;active;fleet register;NA;
ESP000026485;224626000;GLACIAL;47.7;40-60 m;ESP;Other;9372157;ESP000026485;ECBZ;3VILL-1-18-05;TRUE;active;fleet register;NA;
GBR000B11108;275107000;GLENROSE;38.5;25-40 m;LVA;Pelagic trawler;8821010;GBR000B11108;YL2694;LVV1555;TRUE;active;fleet register;NA;
DNK000006137;265020000;GLOMSKÄR;39.3;25-40 m;SWE;Pelagic trawler;8331833;DNK000006137;SBAM;SM53;FALSE;exported;fleet register;NA;
FRA000914099;227143700;GLORIEUSE SAINTE RITA;24.4;15-25 m;FRA;Bottom trawler;9228679;FRA000914099;FUOM;BL914099;TRUE;active;fleet register;NA;
ESP000025395;224068180;GOBER CUARTO;29;25-40 m;ESP;Bottom trawler;8733574;ESP000025395;ECAE;3GC-1-4-02;TRUE;active;fleet register;NA;
ESP000025182;224013270;GOBER TERCERO;29;25-40 m;ESP;Bottom trawler;8733598;ESP000025182;EBWZ;3GC-1-7-01;TRUE;active;fleet register;NA;
ESP000024273;224272000;GOFIO;26.4;25-40 m;ESP;Other;9206293;ESP000024273;EAVZ;3GC-1-7-99;TRUE;active;fleet register;NA;
IRL000I10545;230035100;GOLDEN ROSE;38.6;25-40 m;FIN;Pelagic trawler;7922415;IRL000I10545;OJ9434;FIN-1139-T;TRUE;active;fleet register;NA;
PRT000001317;263401760;GONCALVES ZARCO;34.5;25-40 m;PRT;Bottom trawler;7507722;PRT000001317;CUVT;L-2065-C;TRUE;active;fleet register;NA;
ESP000023344;224091680;GONZACOVE DOS;27;25-40 m;ESP;Bottom trawler;9144603;ESP000023344;EANG;3VI-2-5-96;TRUE;active;fleet register;NA;
ESP000023297;224123730;GONZACOVE UNO;27;25-40 m;ESP;Bottom trawler;9144598;ESP000023297;EAIS;3VI-2-4-96;TRUE;active;fleet register;NA;
GBR000C21269;232025014;GOOD HOPE;28.6;25-40 m;GBR;Bottom trawler;9863534;GBR000C21269;MGIE6;LH357;TRUE;active;fleet register;NA;
ESP000021708;224138660;GOROSTIAGA HERMANOS;26.58;25-40 m;ESP;Purse seiner;2807426;ESP000021708;EA3236;3FE-1-1914;TRUE;active;fleet register;NA;
FRA000683609;227376000;GRAND SAINT BERNARD;32.8;25-40 m;FRA;Other;8811522;FRA000683609;FHVF;BA683609;TRUE;active;fleet register;NA;
ESP000026503;224168820;GRANERO;27;25-40 m;ESP;Bottom trawler;8747496;ESP000026503;ECGT;3CP-2-4-04;TRUE;active;fleet register;NA;
ITA000027185;247302190;GRECALE;27.96;25-40 m;ITA;Bottom trawler;8692471;ITA000027185;IICJ2;00MV00366M;TRUE;active;fleet register;NA;
NLD199201675;246014000;GRIETJE;40.9;40-60 m;NLD;Bottom trawler;8432223;NLD199201675;PEKM;TX-14;TRUE;active;fleet register;NA;
NLD199201697;244836000;GRIETJE BOS;42.81;40-60 m;NLD;Bottom trawler;9056143;NLD199201697;PGSZ;UK-237;TRUE;active;fleet register;NA;
LVA000000153;275228000;GRIFS;25.45;25-40 m;LVA;Pelagic trawler;8138994;LVA000000153;YL2237;LVR0697;TRUE;active;fleet register;NA;
LVA000000152;275237000;GRĪVA;25.45;25-40 m;LVA;Pelagic trawler;8972209;LVA000000152;YL2201;LVR0744;TRUE;active;fleet register;NA;
FRA000752558;227549000;GUEOTEC;81.9;> 80 m;FRA;Purse seiner;8912986;FRA000752558;FGPG;CC752558;TRUE;active;fleet register;NA;
FRA000752577;227550000;GUERIDEN;81.9;> 80 m;FRA;Purse seiner;8912998;FRA000752577;FGQC;CC752577;TRUE;active;fleet register;NA;
ITA000023658;247142720;GULLIVER;25.35;25-40 m;ITA;Bottom trawler;NA;ITA000023658;IFUX;00CI03849;TRUE;active;fleet register;NA;
ESP000024436;228413900;GURE AMETZA II;34;25-40 m;FRA;Other;9166091;ESP000024436;FMQJ;BA936938;TRUE;active;fleet register;NA;
ESP000024653;224010590;GURE AMUITZ;28;25-40 m;ESP;Purse seiner;9227663;ESP000024653;EASO;3SS-1-2-00;TRUE;active;fleet register;NA;
FRA000291636;228110000;GURE ANDRE;35.4;25-40 m;FRA;Other;7503013;FRA000291636;FZSV;BA291636;TRUE;active;fleet register;NA;
ESP000024356;224081840;GURE FATIMA;28.1;25-40 m;ESP;Other;8739504;ESP000024356;EAWO;3BI-2-5-99;TRUE;active;fleet register;NA;
ESP000027189;224404000;GURE GASKUÑA;39;25-40 m;ESP;Bottom trawler;8738718;ESP000027189;ECNV;3BI-4-2-07;TRUE;active;fleet register;NA;
ESP000026064;224128930;GURE GOGOA;37;25-40 m;ESP;Purse seiner;9317640;ESP000026064;EAJC;3SS-1-2-04;TRUE;active;fleet register;NA;
ESP000026157;224134940;GURE IMANOL;26.5;25-40 m;ESP;Purse seiner;8542664;ESP000026157;EA7404;3BI-3-2-04;TRUE;active;fleet register;NA;
ESP000026895;224181000;GURE KANTABRIKO;39;25-40 m;ESP;Bottom trawler;9098672;ESP000026895;ECLU;3BI-4-1-06;TRUE;active;fleet register;NA;
DNK000012801;219441000;HAMETNER SENIOR;48.8;40-60 m;DNK;Other;8416073;DNK000012801;OZNL;L441;FALSE;wreck;fleet register;NA;
DNK000012310;230942350;HANNE;34.7;25-40 m;FIN;Pelagic trawler;6900563;DNK000012310;OJQD;FIN-168-V;TRUE;active;fleet register;NA;
DEU000150400;275312000;HARENGUS;30.71;25-40 m;LVA;Bottom trawler;8716942;DEU000150400;YLBH;LVV1551;TRUE;active;fleet register;NA;
DEU000300601;211238930;HELEN MARY;116.7;> 80 m;DEU;Pelagic trawler;9126364;DEU000300601;DQLI;ROS785;TRUE;active;fleet register;NA;
NLD198500146;245263000;HELENA ELIZABETH;40.4;40-60 m;NLD;Bottom trawler;8413772;NLD198500146;PEPO;TX-29;FALSE;wreck;fleet register;NA;
DEU002190300;211593750;HELGOLAND;35.9;25-40 m;DEU;Bottom trawler;9683300;DEU002190300;DFKR;NC322;TRUE;active;fleet register;NA;
FRA000752559;228130000;HELIOTROPE;33.8;25-40 m;FRA;Other;9016959;FRA000752559;FGPH;LO752559;FALSE;wreck;fleet register;NA;
POL035201031;261005510;HELOT;30.8;25-40 m;POL;Other;8321175;POL035201031;SPG2663;WŁA-184;FALSE;exit;fleet register;NA;
PRT000019088;263821000;HEMISFÉRIO NORTE;34;25-40 m;PRT;Other;8812069;PRT000019088;CUEQ;V-1105-N;TRUE;active;fleet register;NA;
GBR000C16214;244130992;HENDRIK BRANDS;42;40-60 m;NLD;Bottom trawler;8205840;GBR000C16214;PDGL;UK-161;FALSE;wreck;fleet register;NA;
GBR000C20969;232006364;HENK SENIOR;28.62;25-40 m;GBR;Bottom trawler;9795763;GBR000C20969;MAOY7;LH356;TRUE;active;fleet register;NA;
NLD199001509;205718000;HENNIE;28.42;25-40 m;BEL;Bottom trawler;9019406;NLD199001509;OPGZ;Z.182;TRUE;active;fleet register;NA;
ESP000024289;224229000;HERBADI DOS;37.2;25-40 m;ESP;Bottom trawler;9154476;ESP000024289;EAVB;3VI-5-2-99;TRUE;active;fleet register;NA;
ESP000014630;224022910;HERDUSA PRIMERO;25.95;25-40 m;ESP;Other;8411762;ESP000014630;EGQR;3VI-5-9817;TRUE;active;fleet register;NA;
ESP000023133;224130870;HERMANOS BUSTO;29.35;25-40 m;ESP;Other;9148788;ESP000023133;EAMA;3GI-4-7-95;TRUE;active;fleet register;NA;
ESP000015556;224463000;HERMANOS GANDON CUATRO;62.9;60-80 m;ESP;Bottom trawler;8610801;ESP000015556;EEDJ;3VI-5-9967;TRUE;active;fleet register;NA;
ESP000023978;224197150;HERMANOS LABAEN;29.3;25-40 m;ESP;Other;9198800;ESP000023978;EATL;3FE-2-3-98;TRUE;active;fleet register;NA;
ESP000026636;224178880;HERMANOS PLOMER ANGLES;25;25-40 m;ESP;Purse seiner;8523553;ESP000026636;EA3288;3CP-3-6-05;TRUE;active;fleet register;NA;
ESP000024724;224010730;HERMANOS SAN SALVADOR;27.5;25-40 m;ESP;Bottom trawler;8739528;ESP000024724;EAWS;3GI-6-6-99;TRUE;active;fleet register;NA;
ESP000025162;224051590;HERMANOS SOAGE;26.5;25-40 m;ESP;Bottom trawler;8739956;ESP000025162;EBVK;3VI-3-2-01;TRUE;active;fleet register;NA;
ESP000026791;224900000;HESPER;31.9;25-40 m;ESP;Other;9329150;ESP000026791;EAJH;3VI-5-4-05;TRUE;active;fleet register;NA;
ESP000014126;224027520;HIMAJO PRIMERO;32;25-40 m;ESP;Bottom trawler;8402711;ESP000014126;EDXN;3CO-3-1551;TRUE;active;fleet register;NA;
HRV000003038;238837240;HOBOS;25.65;25-40 m;HRV;Purse seiner;9043251;HRV000003038;9AA5953;ZD R 173;TRUE;active;fleet register;NA;
HRV000000742;238561110;HRVATSKI USPJE;30.56;25-40 m;HRV;Purse seiner;8928507;HRV000000742;9A4675;ZD R 104;TRUE;active;fleet register;NA;
SWE000007118;261054050;HUMBAK GDY-343;39.48;25-40 m;POL;Pelagic trawler;NA;SWE000007118;SNSA;GDY-343;TRUE;active;fleet register;NA;
FRA000686638;227570000;IBARDIN;34.96;25-40 m;FRA;Other;8918576;FRA000686638;FVQO;BA686638;TRUE;active;fleet register;NA;
ESP000022036;224721000;IBSA QUINTO;49;40-60 m;ESP;Other;8916944;ESP000022036;EAAS;3CO-2-3882;TRUE;active;fleet register;NA;
ESP000026226;224141980;IDURRE BERRIA;33;25-40 m;ESP;Other;9362841;ESP000026226;EAOQ;3BI-4-5-04;TRUE;active;fleet register;NA;
NLD199101413;245220000;IEDE KORNELIS;40.92;40-60 m;NLD;Bottom trawler;9018610;NLD199101413;PEVQ;UK-47;FALSE;wreck;fleet register;NA;
LTU000000356;277506000;IEVA SIMONAITYTĖ;120;> 80 m;LTU;Pelagic trawler;8607218;LTU000000356;LYAD;KL 870;TRUE;active;fleet register;NA;
PRT000000115;263564000;ILHA BRAVA;45.5;40-60 m;PRT;Other;5158802;PRT000000115;CSPI;L-3-N;TRUE;active;fleet register;NA;
ESP000025542;224154000;ILLA GAVEIRA;46.45;40-60 m;ESP;Other;9098268;ESP000025542;ECCE;3ST-4-1-03;TRUE;active;fleet register;NA;
FRA000318050;227531000;ILLUNBE;26.3;25-40 m;FRA;Other;5125843;FRA000318050;TQQL;BA318050;FALSE;wreck;fleet register;NA;
LTU000000047;275440000;ILONA;25.5;25-40 m;LVA;Bottom trawler;8829244;LTU000000047;YL2830;LVL2148;TRUE;active;fleet register;NA;
NLD201513651;244860048;IMMANUEL;30.15;25-40 m;NLD;Bottom trawler;9771573;NLD201513651;PDBE;MDV-1;TRUE;active;fleet register;NA;
ESP000026457;224610000;INSUA DE AREA;36.5;25-40 m;ESP;Other;9368388;ESP000026457;ECKB;3LU-3-4-05;TRUE;active;fleet register;NA;
DNK000013689;277547000;INSĖ;39.05;25-40 m;LTU;Pelagic trawler;8413394;DNK000013689;LYBB;KL 904;TRUE;active;fleet register;NA;
NLD000002672;244670326;INTERNOS;35.97;25-40 m;NLD;Other;8571237;NLD000002672;PC6732;TS-31;TRUE;active;fleet register;NA;
ESP000025137;224139000;INTXORTA MENDI;40;40-60 m;ESP;Bottom trawler;9264403;ESP000025137;EBWU;3BI-4-2-01;TRUE;active;fleet register;NA;
ESP000023452;224019630;IRIBAR ZULAIKA;36;25-40 m;ESP;Purse seiner;9154373;ESP000023452;EANS;3SS-3-1-97;TRUE;active;fleet register;NA;
ESP000022332;224004770;IRIGOYEN BERRIA;35.5;25-40 m;ESP;Purse seiner;9039901;ESP000022332;EAGS;3SS-3-1-92;TRUE;active;fleet register;NA;
DEU002220300;211789180;IRIS;35.3;25-40 m;DEU;Bottom trawler;9826055;DEU002220300;DFKA;NC302;TRUE;active;fleet register;NA;
PRT000019221;204814000;IRIS DO MAR;28.1;25-40 m;PRT;Other;8906432;PRT000019221;CUXU;PTPDL-120455-C;TRUE;active;fleet register;NA;
FRA000639931;227347000;IROISE;32.8;25-40 m;FRA;Bottom trawler;9037836;FRA000639931;FGRR;CC639931;FALSE;wreck;fleet register;NA;
DNK000047100;219030593;ISAFOLD;87.65;> 80 m;DNK;Bottom trawler;9900239;DNK000047100;OZUV;HG333;TRUE;active;fleet register;NA;
ESP000026301;224170000;ISAMI;29;25-40 m;ESP;Other;9338395;ESP000026301;ECIU;3LU-2-1-05;TRUE;active;fleet register;NA;
ESP000027060;224297770;ISLA ALBORAN TRES;25.34;25-40 m;ESP;Bottom trawler;8533986;ESP000027060;EA2733;3GR-1-1-07;TRUE;active;fleet register;NA;
ESP000024301;224292000;ISLA DE SANTA;29.5;25-40 m;ESP;Bottom trawler;9192806;ESP000024301;EALF;3VI-2-2-99;TRUE;active;fleet register;NA;
ESP000100100;224950000;ISLA DE TERRANOVA;49.9;40-60 m;ESP;Bottom trawler;9847267;ESP000100100;EATE;3VI-5-2-19;TRUE;active;fleet register;NA;
ESP000024518;224004720;ITSAS EDER;31;25-40 m;ESP;Purse seiner;9208904;ESP000024518;EAXX;3SS-1-5-99;TRUE;active;fleet register;NA;
ESP000026370;224157840;ITSAS LAGUNAK;33.5;25-40 m;ESP;Purse seiner;9354777;ESP000026370;EAFB;3SS-1-2-05;TRUE;active;fleet register;NA;
ESP000027547;225455000;ITSAS TXORI;95.8;> 80 m;ESP;Purse seiner;9702869;ESP000027547;EAHO;3BI-2-2-13;TRUE;active;fleet register;NA;
ESP000023529;224176380;ITSASOAN;34.45;25-40 m;ESP;Purse seiner;9149110;ESP000023529;EANY;3SS-1-1-97;TRUE;active;fleet register;NA;
ESP000024949;224301000;IVAN NORES;49.37;40-60 m;ESP;Bottom trawler;9242039;ESP000024949;EBRR;3GC-1-12-00;TRUE;active;fleet register;NA;
HRV000001835;238309540;IVOŠ;30.9;25-40 m;HRV;Purse seiner;8969666;HRV000001835;9AA3635;ZD R 158;TRUE;active;fleet register;NA;
ESP000024806;225458000;IXKIRI;37.25;25-40 m;ESP;Bottom trawler;9218739;ESP000024806;EARI;3BI-3-1-22;TRUE;active;fleet register;NA;
ESP000000125;224099320;IZAR ALDE;34.2;25-40 m;ESP;Other;8799762;ESP000000125;EHND;3BI-2-2739;TRUE;active;fleet register;NA;
ESP000025604;224086790;IZASKUN BERRIA;36;25-40 m;ESP;Purse seiner;8744016;ESP000025604;ECBA;3SS-3-2-02;TRUE;active;fleet register;NA;
ESP000026158;224698000;IZURDIA;108;> 80 m;ESP;Purse seiner;9292785;ESP000026158;ECGM;3BI-2-1-04;TRUE;active;fleet register;NA;
ESP000023882;224057830;IZURDIA MAITEA;27;25-40 m;ESP;Other;8737556;ESP000023882;EA3414;3BI-2-1-98;TRUE;active;fleet register;NA;
ESP000026788;224200490;J.GARRIGA;26.3;25-40 m;ESP;Bottom trawler;2242004;ESP000026788;EA7886;3BA-2-1-06;TRUE;active;fleet register;NA;
DEU000050500;211298640;J.VON COELLN;40.26;40-60 m;DEU;Bottom trawler;8705450;DEU000050500;DHMC;NC308;FALSE;wreck;fleet register;NA;
ESP000024463;224952000;JACINTO R;32.53;25-40 m;ESP;Bottom trawler;9098842;ESP000024463;EAYO;3HU-3-1-00;TRUE;active;fleet register;NA;
GBR000B12216;211411630;JACOB GRIETJE;40;40-60 m;DEU;Bottom trawler;9021502;GBR000B12216;DMMO;ST27;TRUE;active;fleet register;NA;
NLD198700579;244299000;JACOB WILLEMINA;40.2;40-60 m;NLD;Bottom trawler;8701399;NLD198700579;PDCV;UK-45;TRUE;active;fleet register;NA;
DNK000018558;244507000;JACOBA ALIJDA;25.92;25-40 m;NLD;Bottom trawler;7813377;DNK000018558;PHJS;UK-268;TRUE;active;fleet register;NA;
GBR000C21314;232023795;JACOBA MARIA;36;25-40 m;GBR;Demersal seiner;9850379;GBR000C21314;MFWI9;FD157;TRUE;active;fleet register;NA;
ESP000023784;224069140;JAIME R;32.53;25-40 m;ESP;Bottom trawler;9098880;ESP000023784;EARK;3HU-3-5-98;TRUE;active;fleet register;NA;
ESP000026546;224906170;JALISCO UNO;27.9;25-40 m;ESP;Bottom trawler;9335264;ESP000026546;ECKF;3VILL-1-22-05;TRUE;active;fleet register;NA;
NLD199201710;246054000;JAN CORNELIS III;41.99;40-60 m;NLD;Bottom trawler;9056155;NLD199201710;PCRJ;SL-42;TRUE;active;fleet register;NA;
GBR000C17670;244880000;JAN DE WIT;40.2;40-60 m;NLD;Bottom trawler;8121549;GBR000C17670;PBHN;UK-157;TRUE;active;fleet register;NA;
NLD198700003;245441000;JAN SENIOR;45.68;40-60 m;NLD;Bottom trawler;8718938;NLD198700003;PFBT;ARM-7;TRUE;active;fleet register;NA;
NLD200002579;244345000;JAN VAN TOON;42.35;40-60 m;NLD;Bottom trawler;9211652;NLD200002579;PEDH;TX-36;TRUE;active;fleet register;NA;
NLD200602662;246214000;JAN-CORNELIS;41.05;40-60 m;NLD;Bottom trawler;9368663;NLD200602662;PHAG;GO-22;TRUE;active;fleet register;NA;
NLD198800756;246065000;JANNE;42.3;40-60 m;NLD;Dredger;8807818;NLD198800756;PEZR;YE-23;TRUE;active;fleet register;NA;
DEU002230300;211789170;JANNE-KRISTIN;35.3;25-40 m;DEU;Bottom trawler;9826043;DEU002230300;DFKB;NC333;TRUE;active;fleet register;NA;
GBR000C21103;232018240;JANNETJE CORNELIS;28.62;25-40 m;GBR;Bottom trawler;9847255;GBR000C21103;MDXS2;H144;TRUE;active;fleet register;NA;
NLD199401870;245999000;JANSSIEN;41.8;40-60 m;NLD;Bottom trawler;9102629;NLD199401870;PEZW;UK-382;TRUE;active;fleet register;NA;
FRA000819571;228878000;JANVIER GIORDANO;39.9;25-40 m;FRA;Purse seiner;8944056;FRA000819571;FOCL;ST819571;TRUE;active;fleet register;NA;
FRA000925310;226254000;JANVIER LOUIS RAPHAEL;38;25-40 m;FRA;Purse seiner;9293026;FRA000925310;FSXU;ST925310;TRUE;active;fleet register;NA;
BEL034832021;205077000;JASMINE;38;25-40 m;BEL;Bottom trawler;9896787;BEL034832021;OPBR;Z.483;TRUE;active;fleet register;NA;
ESP000025848;224099440;JAUME;26.05;25-40 m;ESP;Purse seiner;8746167;ESP000025848;EAFN;3CP-2-6-03;TRUE;active;fleet register;NA;
ESP000023718;224094320;JAUME PRIMER;25.2;25-40 m;ESP;Bottom trawler;8735807;ESP000023718;EA3113;3CP-2-4-97;TRUE;active;fleet register;NA;
FRA000924832;228206600;JEAN CLAUDE COULONII;45.92;40-60 m;FRA;Bottom trawler;9305037;FRA000924832;FMCV;LO924832;FALSE;wreck;fleet register;NA;
FRA000819516;227370000;JEAN LOUIS RAPHAEL 2;41.9;40-60 m;FRA;Purse seiner;9104847;FRA000819516;FGTX;ST819516;TRUE;active;fleet register;NA;
FRA000932123;228066700;JEAN-PIERRE LE ROCH;41.7;40-60 m;FRA;Bottom trawler;9740378;FRA000932123;FIUL;LO932123;TRUE;active;fleet register;NA;
FRA000781462;227503000;JEANMARIE CHRISTIAN 3;40.34;40-60 m;FRA;Purse seiner;9037458;FRA000781462;FLRC;ST781462;TRUE;active;fleet register;NA;
FRA000819527;227504000;JEANMARIE CHRISTIAN 4;40.34;40-60 m;FRA;Purse seiner;8878805;FRA000819527;FGGS;ST819527;TRUE;active;fleet register;NA;
FRA000900265;226247000;JEANMARIE CHRISTIAN6;48.03;40-60 m;FRA;Purse seiner;9096571;FRA000900265;FQBN;ST900265;TRUE;active;fleet register;NA;
FRA000900270;226255000;JEANMARIECHRISTIAN7;48.03;40-60 m;FRA;Purse seiner;9096583;FRA000900270;FTAT;ST900270;TRUE;active;fleet register;NA;
BEL030451996;205227000;JERKI;37.78;25-40 m;BEL;Bottom trawler;9141534;BEL030451996;OPBS;Z.45;TRUE;active;fleet register;NA;
ESP000023422;224010000;JESUS DE GALIANA;29;25-40 m;ESP;Other;9160633;ESP000023422;EAHP;3GI-6-1-96;TRUE;active;fleet register;NA;
PRT000020091;263205000;JOANA CUNHA;27.3;25-40 m;PRT;Other;8687488;PRT000020091;CULV;AN-213-C;TRUE;active;fleet register;NA;
ESP000023403;224005270;JOANET;25.2;25-40 m;ESP;Bottom trawler;2832500;ESP000023403;EA2308;3CP-3-6-95;TRUE;active;fleet register;NA;
NLD198800746;244592000;JOHAN PRINS;39.12;25-40 m;NLD;Dredger;8804464;NLD198800746;PCDP;WR-10;TRUE;active;fleet register;NA;
FRA000544858;244938000;JOHANNA;34.3;25-40 m;NLD;Demersal seiner;7928835;FRA000544858;PHOE;SL-9;TRUE;active;fleet register;NA;
DEU501000110;211115000;JOHANNA LEINTJE;43.42;40-60 m;DEU;Dredger;9316426;DEU501000110;DJNE;WYK2;TRUE;active;fleet register;NA;
NLD198300028;244630630;JOHANNA MARIA;40.2;40-60 m;NLD;Bottom trawler;8205838;NLD198300028;PBRZ;UK-56;FALSE;wreck;fleet register;NA;
NLD200402702;246225000;JOLISSA;41.05;40-60 m;NLD;Bottom trawler;9316438;NLD200402702;PHBW;KW-14;TRUE;active;fleet register;NA;
ESP000027764;225986769;JOMAFRAN;29.5;25-40 m;ESP;Bottom trawler;9813890;ESP000027764;EAUC;3HU-3-1-17;FALSE;exported;fleet register;NA;
ESP000100340;225995265;JOMAFRAN SEGUNDO;29.5;25-40 m;ESP;Bottom trawler;9941180;ESP000100340;EAPQ;3HU-3-2-22;TRUE;active;fleet register;NA;
GBR000C21236;232026100;JONGE JOHANNES;32.27;25-40 m;GBR;Seiner (nei);9848792;GBR000C21236;MGRU8;LT295;TRUE;active;fleet register;NA;
PRT000018893;204234000;JORGE NOVO;26.26;25-40 m;PRT;Other;8797221;PRT000018893;CUBJ5;PTVDC-113684-C;FALSE;mmsi change;fleet register;NA;
ESP000021170;224701000;JOSE ANTONIO NORES;67.2;60-80 m;ESP;Bottom trawler;8716411;ESP000021170;EHLX;3VI-5-10075;TRUE;active;fleet register;NA;
PRT000019293;225987199;JOSE Y RAFAELA;29.46;25-40 m;ESP;Other;8794657;PRT000019293;EAVD;3CP-2-1-17;TRUE;active;fleet register;NA;
FRA000199078;227583000;JOSEPH ROTY 2;90.56;> 80 m;FRA;Pelagic trawler;7362500;FRA000199078;FNMY;SM199078;TRUE;active;fleet register;NA;
NLD199802170;245738000;JOSEPHINA MARIA;42.46;40-60 m;NLD;Bottom trawler;9184744;NLD199802170;PEAS;UK-184;TRUE;active;fleet register;NA;
ESP000026292;224137950;JUAREZ HERMANOS;25.36;25-40 m;ESP;Bottom trawler;8794918;ESP000026292;EA7820;3CT-1-9-04;TRUE;active;fleet register;NA;
DNK000006541;219796000;JUDITH BECHMANN;25.91;25-40 m;DNK;Bottom trawler;8600038;DNK000006541;OWRY;R218;TRUE;active;fleet register;NA;
DNK000032132;219867000;JULI-ANE;26.75;25-40 m;DNK;Bottom trawler;9239056;DNK000032132;OYVF;RI468;TRUE;active;fleet register;NA;
FRA000911288;226158000;JULIEN COLEOU;30.1;25-40 m;FRA;Bottom trawler;9228681;FRA000911288;FHEV;LO911288;TRUE;active;fleet register;NA;
ESP000025049;225987616;JUNDIÑA CUARTO;32.5;25-40 m;ESP;Bottom trawler;9252151;ESP000025049;EAWC;3CO-2-2-17;TRUE;active;fleet register;NA;
DNK000032067;219372000;JUNIOR;55.95;40-60 m;DNK;Pelagic trawler;9202455;DNK000032067;OULE;HG365;TRUE;active;fleet register;NA;
NLD197901087;211270480;JURIE VAN DEN BERG;36.28;25-40 m;DEU;Bottom trawler;7904803;NLD197901087;DCDW;NG1;TRUE;active;fleet register;NA;
ESP000025788;224169000;KALAMENDI;42.5;40-60 m;ESP;Bottom trawler;9098660;ESP000025788;EAXJ;3BI-4-2-03;TRUE;active;fleet register;NA;
ESP000025287;224052360;KALAMUA BI;31.6;25-40 m;ESP;Purse seiner;8733627;ESP000025287;EBYE;3BI-1-2-01;TRUE;active;fleet register;NA;
ESP000027743;225985384;KANTAURI;27.55;25-40 m;ESP;Purse seiner;9815020;ESP000027743;EAGB;3SS-3-2-15;TRUE;active;fleet register;NA;
HRV000003638;238893640;KAPETAN FERDO;27.48;25-40 m;HRV;Purse seiner;8941353;HRV000003638;9AA6212;ST R 299;TRUE;active;fleet register;NA;
HRV000014168;238905540;KAPETAN MARIN;26.4;25-40 m;HRV;Purse seiner;8939908;HRV000014168;9AA6318;DB R 51;TRUE;active;fleet register;NA;
LVA000005026;275503000;KAPITAN MORGUN;104.5;> 80 m;LVA;Pelagic trawler;9120308;LVA000005026;YLPN;LVR0852;TRUE;active;fleet register;NA;
ESP000026754;224185240;KATAMBO;25;25-40 m;ESP;Bottom trawler;8523515;ESP000026754;EA8513;3CP-3-9-05;TRUE;active;fleet register;NA;
ESP000026886;224361000;KAXARRA;37;25-40 m;ESP;Bottom trawler;9095280;ESP000026886;ECKC;3BI-4-3-05;TRUE;active;fleet register;NA;
ESP000025233;224060680;KAXIMIRONA;33.5;25-40 m;ESP;Purse seiner;9255309;ESP000025233;EBXQ;3SS-3-1-01;TRUE;active;fleet register;NA;
ESP000026833;224315000;KAXU;37;25-40 m;ESP;Bottom trawler;9095278;ESP000026833;ECJT;3BI-4-1-05;TRUE;active;fleet register;NA;
NLD200002594;244810000;KENNEDY;27.1;25-40 m;IRL;Seiner (nei);9250103;NLD200002594;EIVS9;WD135;TRUE;active;fleet register;NA;
FIN000020039;266274000;KENNEDY;34.1;25-40 m;SWE;Bottom trawler;6825490;FIN000020039;SDLE;GG234;TRUE;active;fleet register;NA;
ESP000024677;224089000;KERMANTXO;38.3;25-40 m;ESP;Purse seiner;9212955;ESP000024677;EAXI;3SS-1-8-99;TRUE;active;fleet register;NA;
DNK000037429;220544000;KINGFISHER;31.25;25-40 m;DNK;Bottom trawler;8739243;DNK000037429;OVQL;HM555;TRUE;active;fleet register;NA;
NLD199301885;244221000;KLAAS ADRIANA;43.99;40-60 m;NLD;Bottom trawler;9063940;NLD199301885;PFJO;ARM-22;TRUE;active;fleet register;NA;
NLD199602034;244815000;KLASINA-J;42.36;40-60 m;NLD;Bottom trawler;9152650;NLD199602034;PCCV;TX-1;TRUE;active;fleet register;NA;
NLD198700088;245928000;KLEINE JAN;35.79;25-40 m;NLD;Demersal seiner;8521749;NLD198700088;PBNV;UK-38;TRUE;active;fleet register;NA;
NLD199201673;246009000;KOBUS JR;41.35;40-60 m;NLD;Bottom trawler;9039212;NLD199201673;PFKP;UK-34;TRUE;active;fleet register;NA;
HRV000003582;238764940;KORENAT;27.4;25-40 m;HRV;Purse seiner;9242871;HRV000003582;9AA5332;ZD R 172;TRUE;active;fleet register;NA;
LVA000000171;275129000;KORMORAN;29;25-40 m;LVA;Pelagic trawler;7939602;LVA000000171;YL2413;LVR0831;TRUE;active;fleet register;NA;
HRV000003357;238838740;KORNAT;28.96;25-40 m;HRV;Purse seiner;8984276;HRV000003357;9AA5968;ZD R 219;TRUE;active;fleet register;NA;
DEU002260300;211325510;KRISTIN;53.55;40-60 m;DEU;Bottom trawler;9900966;DEU002260300;DFIR;NC336;TRUE;active;fleet register;NA;
HRV000002578;238989740;KUN DVA;25.45;25-40 m;HRV;Purse seiner;8869244;HRV000002578;9AA7007;ZD R 117;TRUE;active;fleet register;NA;
ESP000010037;224431000;KURTZIO;56.1;40-60 m;ESP;Purse seiner;7385461;ESP000010037;EAUN;3BI-2-2692;TRUE;active;fleet register;NA;
